areaType,areaName,areaCode,date,newPillarOneTestsByPublishDate,newPillarTwoTestsByPublishDate,newPillarThreeTestsByPublishDate,newPillarFourTestsByPublishDate,newTestsByPublishDate,cumPillarOneTestsByPublishDate,cumPillarTwoTestsByPublishDate,cumPillarThreeTestsByPublishDate,cumPillarFourTestsByPublishDate,cumTestsByPublishDate
overview,United Kingdom,K02000001,2022-05-19,,,497,12362,,,,4726045,15007969,
overview,United Kingdom,K02000001,2022-05-18,54812,149372,536,12644,217364,59936726,442868595,4725548,14995607,522526476
overview,United Kingdom,K02000001,2022-05-17,62070,156714,513,7363,226660,59881914,442708043,4724685,14982963,522297605
overview,United Kingdom,K02000001,2022-05-16,65814,218507,405,7533,292259,59819844,442536740,4724172,14975600,522056356
overview,United Kingdom,K02000001,2022-05-15,42910,116263,662,10855,170690,59754030,442303153,4723767,14968067,521749017
overview,United Kingdom,K02000001,2022-05-14,44835,110135,180,10855,166005,59711120,442186890,4723105,14957212,521578327
overview,United Kingdom,K02000001,2022-05-13,64077,174142,82,11482,249783,59666285,442076755,4722925,14946357,521412322
overview,United Kingdom,K02000001,2022-05-12,54050,183577,670,11775,250072,59566468,441888577,4722843,14934875,521112763
overview,United Kingdom,K02000001,2022-05-11,57549,169923,615,13375,241462,59495350,441692628,4722173,14923100,520833251
overview,United Kingdom,K02000001,2022-05-10,66434,175449,465,8897,251245,59437801,441508902,4721357,14909725,520577785
overview,United Kingdom,K02000001,2022-05-09,69623,234189,384,7798,311994,59321518,441317149,4720892,14900828,520260387
overview,United Kingdom,K02000001,2022-05-08,49562,128323,160,9937,187982,59251895,441066327,4720225,14893030,519931477
overview,United Kingdom,K02000001,2022-05-07,49507,128541,272,9853,188173,59202333,440938004,4720065,14883093,519743495
overview,United Kingdom,K02000001,2022-05-06,61748,186807,1157,12248,261960,59152826,440809463,4719793,14873240,519555322
overview,United Kingdom,K02000001,2022-05-05,60656,208167,751,13150,282724,59091078,440606334,4718636,14860992,519277040
overview,United Kingdom,K02000001,2022-05-04,70784,200437,707,10245,282173,59015635,440383752,4717885,14847842,518965114
overview,United Kingdom,K02000001,2022-05-03,74799,231187,543,7649,314178,58944851,440166000,4717063,14837597,518665511
overview,United Kingdom,K02000001,2022-05-02,55341,188812,136,12482,256771,58870052,439914153,4716520,14807410,518308135
overview,United Kingdom,K02000001,2022-05-01,48023,139114,168,9210,196515,58814711,439725341,4716384,14794928,518051364
overview,United Kingdom,K02000001,2022-04-30,46234,146975,360,10941,204510,58766688,439586227,4716216,14785718,517854849
overview,United Kingdom,K02000001,2022-04-29,55573,211136,625,12403,279737,58720454,439439252,4715856,14774777,517650339
overview,United Kingdom,K02000001,2022-04-28,62227,238402,692,14483,315804,58664881,439210591,4715231,14762374,517353077
overview,United Kingdom,K02000001,2022-04-27,68080,230056,576,14039,312751,58577875,438955465,4714539,14747891,516995770
overview,United Kingdom,K02000001,2022-04-26,82913,236917,812,10545,331187,58509795,438708810,4713470,14733852,516665927
overview,United Kingdom,K02000001,2022-04-25,76639,296537,494,12445,386115,58426882,438451767,4712658,14667040,516258347
overview,United Kingdom,K02000001,2022-04-24,49787,181605,162,13456,245010,58350243,438133152,4712164,14654595,515850154
overview,United Kingdom,K02000001,2022-04-23,51237,185650,255,13407,250549,58300456,437951547,4712002,14641137,515605142
overview,United Kingdom,K02000001,2022-04-22,59771,253176,886,16075,329908,58249219,437765897,4711747,14627730,515354593
overview,United Kingdom,K02000001,2022-04-21,66256,276805,1199,17429,361689,58189448,437492871,4710861,14611655,515004835
overview,United Kingdom,K02000001,2022-04-20,73039,274412,896,13373,361720,58099146,437197437,4709662,14594226,514600471
overview,United Kingdom,K02000001,2022-04-19,86599,300600,642,5516,393357,58026107,436901451,4708384,14580853,514216795
overview,United Kingdom,K02000001,2022-04-18,70332,265208,161,202,335903,57939508,436573819,4707742,14544387,513765456
overview,United Kingdom,K02000001,2022-04-17,49701,200078,283,10893,260955,57841419,436308611,4707581,14544095,513401706
overview,United Kingdom,K02000001,2022-04-16,45594,200108,352,12112,258166,57791718,436108533,4707298,14533127,513140676
overview,United Kingdom,K02000001,2022-04-15,46758,241177,413,13239,301587,57746124,435908425,4706946,14521015,512882510
overview,United Kingdom,K02000001,2022-04-14,58028,318499,1087,16008,393622,57699366,435667248,4706533,14507776,512580923
overview,United Kingdom,K02000001,2022-04-13,70297,329049,825,17716,417887,57641338,435325191,4705446,14491768,512163743
overview,United Kingdom,K02000001,2022-04-12,77239,329234,969,8752,416194,57571041,434972830,4704195,14474052,511722118
overview,United Kingdom,K02000001,2022-04-11,86352,376964,753,9616,473685,57493802,434616185,4703226,14465300,511278513
overview,United Kingdom,K02000001,2022-04-10,58472,255846,247,11774,326339,57407630,434209371,4702473,14455684,510775158
overview,United Kingdom,K02000001,2022-04-09,60211,276754,454,9337,346756,57349158,433953525,4702226,14443852,510448761
overview,United Kingdom,K02000001,2022-04-08,69034,364764,1128,12403,447329,57288947,433676771,4701772,14434515,510102005
overview,United Kingdom,K02000001,2022-04-07,75472,395892,1276,13150,485790,57219913,433284456,4700644,14422112,509627125
overview,United Kingdom,K02000001,2022-04-06,87329,428394,1396,12913,530032,57131106,432858381,4695750,14408962,509094199
overview,United Kingdom,K02000001,2022-04-05,94385,435447,1055,9323,540210,57021648,432399023,4693884,14396049,508510604
overview,United Kingdom,K02000001,2022-04-04,88673,477804,1033,9732,577242,56927263,431928572,4692829,14353532,507902196
overview,United Kingdom,K02000001,2022-04-03,65486,377186,233,12783,455688,56838590,431410803,4691796,14343800,507284989
overview,United Kingdom,K02000001,2022-04-02,60746,363827,574,13154,438301,56773104,431033617,4691563,14331017,506829301
overview,United Kingdom,K02000001,2022-04-01,73486,507172,1066,20449,602173,56712358,430669790,4690989,14317863,506391000
overview,United Kingdom,K02000001,2022-03-31,79518,548304,1331,17335,646488,56638872,430119096,4689923,14297414,505745305
overview,United Kingdom,K02000001,2022-03-30,91756,604845,1784,19944,718329,56534350,429531467,4688592,14280079,505034488
overview,United Kingdom,K02000001,2022-03-29,100906,607903,1368,13091,723268,56442594,428883129,4685474,14260135,504271332
overview,United Kingdom,K02000001,2022-03-28,99326,620615,752,13256,733949,56341688,428219720,4684106,14204878,503450392
overview,United Kingdom,K02000001,2022-03-27,59217,521493,327,15407,596444,56242362,427542155,4683354,14191622,502659493
overview,United Kingdom,K02000001,2022-03-26,65736,483449,985,14853,565023,56183145,427020662,4683027,14176077,502062911
overview,United Kingdom,K02000001,2022-03-25,80492,608604,2242,19975,711313,56117409,426537213,4682042,14161224,501497888
overview,United Kingdom,K02000001,2022-03-24,83645,637217,2744,17876,741482,56036917,425885893,4679800,14141249,500743859
overview,United Kingdom,K02000001,2022-03-23,94811,690512,2941,30105,818369,55910449,425203710,4677056,14123373,499914588
overview,United Kingdom,K02000001,2022-03-22,95708,686792,3703,17029,803232,55815638,424469125,4674754,14093268,499052785
overview,United Kingdom,K02000001,2022-03-21,95656,697452,1337,13730,808175,55719930,423732977,4671051,14048720,498172678
overview,United Kingdom,K02000001,2022-03-20,65614,521457,427,22065,609563,55624274,422974191,4669714,14034990,497303169
overview,United Kingdom,K02000001,2022-03-19,65462,519015,2015,14512,601004,55558660,422452734,4669287,14012823,496693504
overview,United Kingdom,K02000001,2022-03-18,83429,632820,3857,17068,737174,55493198,421933719,4667272,13998311,496092500
overview,United Kingdom,K02000001,2022-03-17,82616,653500,5155,24407,765678,55409769,421250465,4663415,13981243,495304892
overview,United Kingdom,K02000001,2022-03-16,92406,707966,5036,33111,838519,55275819,420551573,4658260,13956836,494442488
overview,United Kingdom,K02000001,2022-03-15,106129,660425,2919,18090,787563,55183413,419798560,4651880,13923725,493557578
overview,United Kingdom,K02000001,2022-03-14,86939,680603,1475,13988,783005,55057718,419092268,4644455,13871943,492666384
overview,United Kingdom,K02000001,2022-03-13,61899,518384,525,19810,600618,54970779,418354934,4642980,13857955,491826648
overview,United Kingdom,K02000001,2022-03-12,67155,484611,2514,15788,570068,54908880,417836550,4642455,13830567,491218452
overview,United Kingdom,K02000001,2022-03-11,82474,600169,3998,10308,696949,54841725,417351939,4639941,13814779,490648384
overview,United Kingdom,K02000001,2022-03-10,83174,626200,2976,17855,730205,54758977,416710431,4635943,13804471,489909822
overview,United Kingdom,K02000001,2022-03-09,94927,631280,3987,15290,745484,54655399,416041859,4632967,13786616,489116841
overview,United Kingdom,K02000001,2022-03-08,105444,594351,3028,11478,714301,54560472,415371412,4628045,13771326,488331255
overview,United Kingdom,K02000001,2022-03-07,99720,615132,1352,12229,728433,54455028,414737830,4625017,13729793,487547668
overview,United Kingdom,K02000001,2022-03-06,66683,449042,460,13492,529677,54355308,414075272,4623665,13717564,486771809
overview,United Kingdom,K02000001,2022-03-05,70462,420545,2584,11662,505253,54288625,413626230,4623205,13704049,486242109
overview,United Kingdom,K02000001,2022-03-04,84235,530785,2744,12662,630426,54218163,413205685,4620621,13692387,485736856
overview,United Kingdom,K02000001,2022-03-03,85220,561583,3370,17044,667217,54133928,412633992,4617877,13679725,485065522
overview,United Kingdom,K02000001,2022-03-02,81359,598435,3192,20173,703159,53957899,412036368,4614507,13662681,484271455
overview,United Kingdom,K02000001,2022-03-01,88101,550016,2664,13079,653860,53876540,411402015,4610447,13642508,483531510
overview,United Kingdom,K02000001,2022-02-28,85593,611140,1150,11791,709674,53788439,410815712,4607783,13593996,482805930
overview,United Kingdom,K02000001,2022-02-27,56775,463374,148,15016,535313,53702846,410156302,4606633,13582205,482047986
overview,United Kingdom,K02000001,2022-02-26,58127,414432,3022,16537,492118,53646071,409692928,4606485,13567110,481512594
overview,United Kingdom,K02000001,2022-02-25,71189,525019,4422,15244,615874,53587944,409278496,4603463,13550573,481020476
overview,United Kingdom,K02000001,2022-02-24,82972,586857,3881,16300,690010,53516755,408719413,4599041,13535329,480370538
overview,United Kingdom,K02000001,2022-02-23,78414,654564,4408,23055,760441,53378903,408092500,4595160,13519029,479585592
overview,United Kingdom,K02000001,2022-02-22,95228,622851,5707,15657,739443,53300489,407401680,4590317,13495974,478788460
overview,United Kingdom,K02000001,2022-02-21,97295,720585,2661,13602,834143,53205261,406736680,4584610,13480317,478006868
overview,United Kingdom,K02000001,2022-02-20,66370,625030,3496,13236,708132,53107966,405954866,4581949,13466715,477111496
overview,United Kingdom,K02000001,2022-02-19,63241,497796,1888,14724,577649,53041596,405293920,4578453,13453419,476367388
overview,United Kingdom,K02000001,2022-02-18,83181,594900,6220,23575,707876,52978355,404765544,4576565,13438695,475759159
overview,United Kingdom,K02000001,2022-02-17,85269,782757,6989,31900,906915,52895174,404126184,4570345,13415120,475006823
overview,United Kingdom,K02000001,2022-02-16,95729,850386,4507,26936,977558,52782676,403288100,4563356,13383220,474017352
overview,United Kingdom,K02000001,2022-02-15,106263,763482,2651,18802,891198,52686947,402389570,4558259,13356284,472991060
overview,United Kingdom,K02000001,2022-02-14,97626,792450,1129,12088,903293,52571685,401572172,4555608,13331738,472031203
overview,United Kingdom,K02000001,2022-02-13,72675,691781,867,19626,784949,52474059,400710402,4554479,13319650,471058590
overview,United Kingdom,K02000001,2022-02-12,72007,626686,6283,18626,723602,52401384,399974399,4553612,13300007,470229402
overview,United Kingdom,K02000001,2022-02-11,90538,810538,4536,18876,924488,52329377,399306936,4547329,13281381,469465023
overview,United Kingdom,K02000001,2022-02-10,89716,930507,6771,18897,1045891,52238839,398441173,4542793,13258307,468481112
overview,United Kingdom,K02000001,2022-02-09,101481,1049926,6153,18853,1176413,52132358,397438213,4529824,13239410,467339805
overview,United Kingdom,K02000001,2022-02-08,114874,949132,995,13194,1078195,52030877,396329187,2487278,13173989,464021331
overview,United Kingdom,K02000001,2022-02-07,97053,1030371,879,13392,1141695,51916003,395312229,2486283,13160795,462875310
overview,United Kingdom,K02000001,2022-02-06,80379,909733,385,16972,1007469,51818950,394185797,2485404,13097369,461587520
overview,United Kingdom,K02000001,2022-02-05,74636,754446,575,15385,845042,51738571,393218966,2485019,13080315,460522871
overview,United Kingdom,K02000001,2022-02-04,91570,954258,1462,16917,1064207,51663935,392415032,2484444,13064930,459628341
overview,United Kingdom,K02000001,2022-02-03,95300,1106491,1472,19345,1222608,51572365,391392524,2482982,13048013,458495884
overview,United Kingdom,K02000001,2022-02-02,102614,1214336,1023,19683,1337656,51441206,390199194,2481510,13028668,457150578
overview,United Kingdom,K02000001,2022-02-01,109457,1063914,982,12931,1187284,51338592,388915995,2480112,13008985,455743684
overview,United Kingdom,K02000001,2022-01-31,103601,1116915,931,15193,1236640,51229135,387774044,2479130,12996054,454478363
overview,United Kingdom,K02000001,2022-01-30,77182,1034987,266,16549,1128984,51070598,386574170,2478199,12980861,453103828
overview,United Kingdom,K02000001,2022-01-29,67994,843475,564,11821,923854,50993416,385428179,2477933,12964197,451863725
overview,United Kingdom,K02000001,2022-01-28,89788,1055016,1428,13975,1160207,50925422,384529422,2477369,12952376,450884589
overview,United Kingdom,K02000001,2022-01-27,90720,1177090,1402,17251,1286463,50835634,383400592,2475941,12878966,449591133
overview,United Kingdom,K02000001,2022-01-26,100842,1324798,1099,15589,1442328,50726430,382132846,2474539,12861715,448195530
overview,United Kingdom,K02000001,2022-01-25,116340,1144661,1188,13215,1275404,50625588,380733362,2473023,12846126,446678099
overview,United Kingdom,K02000001,2022-01-24,99847,1241753,986,12441,1355027,50509248,379506099,2471835,12832911,445320093
overview,United Kingdom,K02000001,2022-01-23,81055,1129269,403,17942,1228669,50409401,378150537,2470849,12820470,443851257
overview,United Kingdom,K02000001,2022-01-22,76258,936386,662,25030,1038336,50328346,376953633,2470446,12802488,442554913
overview,United Kingdom,K02000001,2022-01-21,95878,1109554,1314,13633,1220379,50252088,375958287,2469784,12777458,441457617
overview,United Kingdom,K02000001,2022-01-20,100363,1245405,1710,24409,1371887,50156210,374773920,2468470,12763825,440162425
overview,United Kingdom,K02000001,2022-01-19,110451,1399104,1261,24841,1535657,50032388,373432952,2466760,12739416,438671516
overview,United Kingdom,K02000001,2022-01-18,109703,1184006,1359,18702,1313770,49921937,371954781,2465305,12714575,437056598
overview,United Kingdom,K02000001,2022-01-17,107545,1259476,1082,14644,1382747,49812234,370675462,2463946,12652039,435603681
overview,United Kingdom,K02000001,2022-01-16,79042,1169057,419,27002,1275520,49704689,369297583,2462864,12637395,434102531
overview,United Kingdom,K02000001,2022-01-15,74039,970727,608,25719,1071093,49609486,368062743,2462445,12610373,432745047
overview,United Kingdom,K02000001,2022-01-14,98379,1126592,1615,30671,1257257,49535447,367034435,2461837,12584654,431616373
overview,United Kingdom,K02000001,2022-01-13,98184,1284431,1625,25078,1409318,49437068,365827717,2460222,12553983,430278990
overview,United Kingdom,K02000001,2022-01-12,111370,1430215,1440,29152,1572177,49316977,364431692,2458094,12528905,428735668
overview,United Kingdom,K02000001,2022-01-11,124429,1257097,1612,24711,1407849,49205607,362904847,2456074,12499753,427066281
overview,United Kingdom,K02000001,2022-01-10,106175,1475340,1353,38007,1620875,49081178,361524036,2454462,12475042,425534718
overview,United Kingdom,K02000001,2022-01-09,85802,1518038,506,30080,1634426,48975003,359883989,2453109,12392712,423704813
overview,United Kingdom,K02000001,2022-01-08,83357,1214014,831,15876,1314078,48889201,358294539,2452603,12362632,421998975
overview,United Kingdom,K02000001,2022-01-07,109736,1464155,1948,12298,1588137,48805844,357004936,2451772,12346756,420609308
overview,United Kingdom,K02000001,2022-01-06,118033,1668805,1777,10396,1799011,48696108,355356766,2449824,12334458,418837156
overview,United Kingdom,K02000001,2022-01-05,130378,1921655,2321,3739,2058093,48525570,353468418,2448047,12324062,416766097
overview,United Kingdom,K02000001,2022-01-04,126703,1927558,1552,5228,2061041,48395192,351374551,2442766,12320323,414532832
overview,United Kingdom,K02000001,2022-01-03,92731,1626976,487,1573,1721767,48262631,349353228,2441214,12258546,412315619
overview,United Kingdom,K02000001,2022-01-02,77831,1261382,569,19278,1359060,48169900,347652932,2440727,12256973,410520532
overview,United Kingdom,K02000001,2022-01-01,64949,978735,579,10490,1054753,48092069,346332680,2440158,12237695,409102602
overview,United Kingdom,K02000001,2021-12-31,95605,1619073,1301,15890,1731869,48027120,345287116,2439579,12227205,407981020
overview,United Kingdom,K02000001,2021-12-30,114693,1399321,1398,15023,1530435,47931515,343588294,2438278,12211315,406169402
overview,United Kingdom,K02000001,2021-12-29,106245,1404863,1186,3443,1515737,47776627,342109457,2436880,12196292,404519256
overview,United Kingdom,K02000001,2021-12-28,100488,1386098,457,4310,1491353,47670382,340633246,2435694,12192849,402932171
overview,United Kingdom,K02000001,2021-12-27,81547,1234338,616,1085,1317586,47569894,339182354,2435237,12188539,401376024
overview,United Kingdom,K02000001,2021-12-26,62595,1200462,369,7476,1270902,47488347,337875852,2434621,12187454,399986274
overview,United Kingdom,K02000001,2021-12-25,42512,1098634,409,17343,1158898,47425752,336591232,2434252,12179963,398631199
overview,United Kingdom,K02000001,2021-12-24,83030,1510063,1130,10259,1604482,47383240,335443299,2433843,12162620,397423002
overview,United Kingdom,K02000001,2021-12-23,89880,1525399,1250,14007,1630536,47300210,333864397,2432713,12152361,395749681
overview,United Kingdom,K02000001,2021-12-22,106605,1550347,1257,5336,1663545,47171463,332249125,2431073,12138354,393990015
overview,United Kingdom,K02000001,2021-12-21,119893,1377605,1304,11229,1510031,47064858,330621773,2429816,12133018,392249465
overview,United Kingdom,K02000001,2021-12-20,104061,1395657,1111,21658,1522487,46944965,329178056,2428512,12088610,390640143
overview,United Kingdom,K02000001,2021-12-19,78875,1363434,418,14597,1457324,46840904,327702121,2427401,12066952,389037378
overview,United Kingdom,K02000001,2021-12-18,72353,1314639,577,8889,1396458,46724650,326279425,2426983,12052279,387483337
overview,United Kingdom,K02000001,2021-12-17,94689,1466238,1408,12715,1575050,46652297,324907868,2426406,12043390,386029961
overview,United Kingdom,K02000001,2021-12-16,95044,1499790,1533,13459,1609826,46557608,323368164,2424998,12030675,384381445
overview,United Kingdom,K02000001,2021-12-15,114805,1515800,1413,8488,1640506,46440112,321778950,2423465,12017179,382659706
overview,United Kingdom,K02000001,2021-12-14,115024,1194481,1177,15857,1326539,46325307,320190329,2421325,12008691,380945652
overview,United Kingdom,K02000001,2021-12-13,101205,1225820,1027,21296,1349348,46210283,318930844,2420148,11970332,379531607
overview,United Kingdom,K02000001,2021-12-12,80998,1158136,412,16806,1256352,46109078,317614068,2419121,11949036,378091303
overview,United Kingdom,K02000001,2021-12-11,72954,911843,543,15199,1000539,46028080,316455932,2418709,11932204,376834925
overview,United Kingdom,K02000001,2021-12-10,95581,1081617,1560,20097,1198855,45955126,315500972,2418166,11917005,375791269
overview,United Kingdom,K02000001,2021-12-09,93688,1200125,1732,22145,1317690,45859545,314362466,2416606,11896908,374535525
overview,United Kingdom,K02000001,2021-12-08,108631,1155350,1194,20975,1286150,45742172,313085785,2414382,11874763,373117102
overview,United Kingdom,K02000001,2021-12-07,112192,928027,1497,21430,1063146,45633541,311868405,2412904,11853788,371768638
overview,United Kingdom,K02000001,2021-12-06,99199,1008212,897,29170,1137478,45510933,310883873,2411407,11800792,370607005
overview,United Kingdom,K02000001,2021-12-05,77147,1040136,260,14466,1132009,45411734,309791160,2410510,11771622,369385026
overview,United Kingdom,K02000001,2021-12-04,71931,769071,586,25322,866910,45334587,308711734,2410250,11757156,368213727
overview,United Kingdom,K02000001,2021-12-03,91010,955731,1533,18712,1066986,45262656,307908237,2409664,11701444,367282001
overview,United Kingdom,K02000001,2021-12-02,91133,1036816,1537,6036,1135522,45171646,306901930,2408131,11682732,366164439
overview,United Kingdom,K02000001,2021-12-01,100545,1080274,1474,3689,1185982,45048770,305796172,2406594,11676696,364928232
overview,United Kingdom,K02000001,2021-11-30,108480,893231,1068,7811,1010590,44948225,304668961,2404079,11673007,363694272
overview,United Kingdom,K02000001,2021-11-29,100380,918804,822,20776,1040782,44839745,303718706,2403011,11619293,362580755
overview,United Kingdom,K02000001,2021-11-28,74288,917440,258,25764,1017750,44739365,302717757,2402189,11598517,361457828
overview,United Kingdom,K02000001,2021-11-27,63471,638557,418,17667,720113,44665077,301767580,2401931,11572631,360407219
overview,United Kingdom,K02000001,2021-11-26,89240,776192,995,19687,886114,44601606,301098403,2401513,11554964,359656486
overview,United Kingdom,K02000001,2021-11-25,92610,938215,1253,18437,1050515,44512366,300275734,2400518,11535277,358723895
overview,United Kingdom,K02000001,2021-11-24,95444,972144,1283,9033,1077904,44390867,299273356,2399265,11516840,357580328
overview,United Kingdom,K02000001,2021-11-23,109441,790648,1121,12238,913448,44295093,298257576,2396914,11507807,356457390
overview,United Kingdom,K02000001,2021-11-22,100250,888106,1010,12136,1001502,44154285,297417007,2395793,11453741,355420826
overview,United Kingdom,K02000001,2021-11-21,74056,910012,381,26194,1010643,44054035,296449696,2394783,11441605,354340119
overview,United Kingdom,K02000001,2021-11-20,69317,629417,547,13077,712358,43919433,295502116,2394402,11415349,353231300
overview,United Kingdom,K02000001,2021-11-19,92493,757777,1140,16265,867675,43850116,294843983,2393855,11402272,352490226
overview,United Kingdom,K02000001,2021-11-18,98610,881405,1215,14446,995676,43757623,294038977,2392715,11386007,351575322
overview,United Kingdom,K02000001,2021-11-17,98893,927929,1421,9902,1038145,43659012,293093452,2391500,11371561,350515525
overview,United Kingdom,K02000001,2021-11-16,99599,701192,1084,12385,814260,43502289,292125447,2389270,11361659,349378665
overview,United Kingdom,K02000001,2021-11-15,93108,834738,648,12385,940879,43402690,291374460,2388186,11335883,348501219
overview,United Kingdom,K02000001,2021-11-14,75375,830062,246,14780,920463,43309582,290460843,2387538,11323498,347481461
overview,United Kingdom,K02000001,2021-11-13,67299,574339,378,15527,657543,43234207,289602182,2387292,11308569,346532250
overview,United Kingdom,K02000001,2021-11-12,85931,731104,863,16566,834464,43166908,288996624,2386914,11293042,345843488
overview,United Kingdom,K02000001,2021-11-11,89220,871872,1285,22932,985309,43080977,288218953,2386051,11276476,344962457
overview,United Kingdom,K02000001,2021-11-10,104797,903405,1147,12875,1022224,42964561,287283006,2384766,11253544,343885877
overview,United Kingdom,K02000001,2021-11-09,113907,726643,1027,13344,854921,42859764,286341478,2382910,11240669,342824821
overview,United Kingdom,K02000001,2021-11-08,97571,840275,839,10715,949400,42745857,285564654,2381883,11227325,341919719
overview,United Kingdom,K02000001,2021-11-07,78921,786999,305,18193,884418,42648286,284642647,2381044,11216610,340888587
overview,United Kingdom,K02000001,2021-11-06,72115,557867,437,13173,643592,42569365,283825569,2380739,11198348,339974021
overview,United Kingdom,K02000001,2021-11-05,88942,715247,1277,22006,827472,42497250,283238286,2380302,11185175,339301013
overview,United Kingdom,K02000001,2021-11-04,88601,823640,1328,23451,937020,42408308,282471900,2379025,11163169,338422402
overview,United Kingdom,K02000001,2021-11-03,99604,882016,1339,35623,1018582,42301581,281582873,2374203,11139718,337398375
overview,United Kingdom,K02000001,2021-11-02,110424,739349,1362,17325,868460,42201977,280660244,2372864,11104095,336339180
overview,United Kingdom,K02000001,2021-11-01,94438,832815,953,12362,940568,42091553,279868518,2371502,11086770,335418343
overview,United Kingdom,K02000001,2021-10-31,70067,869759,429,14334,954589,41997115,278951019,2370549,11074408,334393091
overview,United Kingdom,K02000001,2021-10-30,69308,581713,503,21541,673065,41927048,278045021,2370120,11060031,333402220
overview,United Kingdom,K02000001,2021-10-29,83052,722760,1216,31054,838082,41857740,277430179,2369617,11038490,332696026
overview,United Kingdom,K02000001,2021-10-28,86619,760830,1466,25991,874906,41774688,276664205,2368401,11007436,331814730
overview,United Kingdom,K02000001,2021-10-27,99706,786261,997,31641,918605,41668161,275837445,2366935,10981445,330853986
overview,United Kingdom,K02000001,2021-10-26,106417,705848,1166,7179,820610,41568455,275014149,2365938,10949804,329898346
overview,United Kingdom,K02000001,2021-10-25,97538,729970,1046,22064,850618,41462038,274264736,2364772,10942625,329034171
overview,United Kingdom,K02000001,2021-10-24,66916,710798,199,11185,789098,41348269,273455744,2363726,10920561,328088300
overview,United Kingdom,K02000001,2021-10-23,71784,620210,446,10013,702453,41281353,272713219,2363527,10909281,327267380
overview,United Kingdom,K02000001,2021-10-22,89970,811267,1180,15876,918293,41209569,272061115,2363081,10899268,326533033
overview,United Kingdom,K02000001,2021-10-21,94418,899469,1210,19092,1014189,41119599,271202779,2361901,10883392,325567671
overview,United Kingdom,K02000001,2021-10-20,99471,991889,1345,17306,1110011,40982067,270236929,2360453,10864300,324443749
overview,United Kingdom,K02000001,2021-10-19,110066,767607,1105,942,879720,40882596,269199089,2358487,10846994,323287166
overview,United Kingdom,K02000001,2021-10-18,98495,835547,736,293,935071,40772530,268374248,2357382,10760599,322264759
overview,United Kingdom,K02000001,2021-10-17,74962,907627,216,0,982805,40674091,267454688,2356646,10732505,321217930
overview,United Kingdom,K02000001,2021-10-16,69378,651137,418,0,720933,40599129,266511650,2356430,10732204,320199413
overview,United Kingdom,K02000001,2021-10-15,89908,802826,1020,17187,910941,40529751,265826998,2356012,10732204,319444965
overview,United Kingdom,K02000001,2021-10-14,82937,893343,1357,1913,979550,40439843,264968572,2354992,10715017,318478424
overview,United Kingdom,K02000001,2021-10-13,99581,937667,1093,1927,1040268,40325394,263997996,2353635,10697615,317374640
overview,United Kingdom,K02000001,2021-10-12,109832,765648,799,1810,878089,40225813,263014321,2351571,10680440,316272145
overview,United Kingdom,K02000001,2021-10-11,97718,859397,752,725,958592,40115981,262191980,2350772,10667880,315326613
overview,United Kingdom,K02000001,2021-10-10,77747,889727,121,0,967595,40018263,261241938,2350020,10656632,314266853
overview,United Kingdom,K02000001,2021-10-09,68458,617793,553,12536,699340,39940516,260318633,2349899,10656530,313265578
overview,United Kingdom,K02000001,2021-10-08,95035,805423,1227,16015,917700,39872058,259670888,2349346,10643994,312536286
overview,United Kingdom,K02000001,2021-10-07,81700,864691,1328,16294,964013,39777023,258807108,2348119,10627979,311560229
overview,United Kingdom,K02000001,2021-10-06,99057,947880,1210,21183,1069330,39654169,257870241,2346791,10611685,310482886
overview,United Kingdom,K02000001,2021-10-05,105443,746034,1102,1095,853674,39555112,256868042,2345258,10584298,309352710
overview,United Kingdom,K02000001,2021-10-04,92316,873398,677,1520,967911,39449669,256065248,2344156,10571999,308431072
overview,United Kingdom,K02000001,2021-10-03,72590,937406,328,14567,1024891,39357353,255097076,2343479,10570479,307368387
overview,United Kingdom,K02000001,2021-10-02,77531,634846,530,14167,727074,39284763,254127169,2343151,10555779,306310862
overview,United Kingdom,K02000001,2021-10-01,81419,790141,1075,1035,873670,39207232,253505415,2342621,10541612,305596880
overview,United Kingdom,K02000001,2021-09-30,82476,938232,973,17592,1039273,39125813,252655906,2341546,10540577,304663842
overview,United Kingdom,K02000001,2021-09-29,103166,999008,1182,6333,1109689,38994316,251638200,2340573,10522985,303496074
overview,United Kingdom,K02000001,2021-09-28,109528,752659,865,3830,866882,38892444,250592132,2337968,10506170,302328714
overview,United Kingdom,K02000001,2021-09-27,89199,929412,724,12534,1031869,38771278,249782087,2337103,10469096,301359564
overview,United Kingdom,K02000001,2021-09-26,77654,1028188,113,20617,1126572,38682080,248755128,2336379,10456562,300230149
overview,United Kingdom,K02000001,2021-09-25,78971,680048,161,18587,777767,38604427,247692569,2336266,10435850,299069112
overview,United Kingdom,K02000001,2021-09-24,82021,794685,611,22126,899443,38525457,246978451,2336105,10417263,298257276
overview,United Kingdom,K02000001,2021-09-23,90636,958604,1082,10300,1060622,38443436,246123623,2335494,10380456,297283009
overview,United Kingdom,K02000001,2021-09-22,105530,842983,606,12369,961488,38352800,244956595,2334412,10356077,295999884
overview,United Kingdom,K02000001,2021-09-21,117139,764343,794,17470,899746,38247270,244068574,2333806,10343708,294993358
overview,United Kingdom,K02000001,2021-09-20,99505,901756,651,9849,1011761,38130132,243237267,2333012,10279915,293980326
