Date,Country,Product,Population,Dose,NumberVaccinated,PercentCoverage,CumulativeNumberVaccinated,CumulativePercentCoverage,AgeBand
20201209,S92000003,Total,2875396,Dose 2,0,0,0,0,40 years and over
20201209,S92000003,Total,4549217,Dose 2,0,0,0,0,16 years and over
20201210,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,0,"",0,"",All vaccinations
20201210,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",0,"",All vaccinations
20201210,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20201210,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20201210,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,4946,"",10720,"",All vaccinations
20201210,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,0,"",0,"",All vaccinations
20201210,S92000003,Total,"",Dose 1,4946,"",10720,"",All vaccinations
20201210,S92000003,Total,4439078,Dose 1,4945,0.111397006315275,10718,0.241446534618225,18 years and over
20201210,S92000003,Total,2875396,Dose 1,3262,0.113445243715996,7163,0.24911351340824,40 years and over
20201210,S92000003,Total,4549217,Dose 1,4945,0.1,10719,0.2,16 years and over
20201210,S92000003,Total,"",Dose 2,0,"",0,"",All vaccinations
20201210,S92000003,Total,4439078,Dose 2,0,0,0,0,18 years and over
20201210,S92000003,Total,2875396,Dose 2,0,0,0,0,40 years and over
20201210,S92000003,Total,4549217,Dose 2,0,0,0,0,16 years and over
20201211,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,0,"",0,"",All vaccinations
20201211,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,1,"",1,"",All vaccinations
20201211,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20201211,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20201211,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,5275,"",15995,"",All vaccinations
20201211,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,1,"",1,"",All vaccinations
20201211,S92000003,Total,"",Dose 1,5275,"",15995,"",All vaccinations
20201211,S92000003,Total,4439078,Dose 1,5273,0.118785928068847,15991,0.360232462687071,18 years and over
20201211,S92000003,Total,2875396,Dose 1,3470,0.120679029949266,10633,0.369792543357506,40 years and over
20201211,S92000003,Total,4549217,Dose 1,5275,0.1,15994,0.4,16 years and over
20201211,S92000003,Total,"",Dose 2,2,"",2,"",All vaccinations
20201211,S92000003,Total,4439078,Dose 2,2,4.50544009364107e-05,2,4.50544009364107e-05,18 years and over
20201211,S92000003,Total,2875396,Dose 2,2,6.95556368583666e-05,2,6.95556368583666e-05,40 years and over
20201211,S92000003,Total,4549217,Dose 2,2,0,2,0,16 years and over
20201212,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,0,"",0,"",All vaccinations
20201212,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",1,"",All vaccinations
20201212,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20201212,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20201212,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,2134,"",18129,"",All vaccinations
20201212,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,1,"",2,"",All vaccinations
20201212,S92000003,Total,"",Dose 1,2134,"",18129,"",All vaccinations
20201212,S92000003,Total,4439078,Dose 1,2133,0.048050518598682,18124,0.408282981285754,18 years and over
20201212,S92000003,Total,2875396,Dose 1,1324,0.0460458316002387,11957,0.415838374957745,40 years and over
20201212,S92000003,Total,4549217,Dose 1,2134,0,18128,0.4,16 years and over
20201212,S92000003,Total,"",Dose 2,1,"",3,"",All vaccinations
20201212,S92000003,Total,4439078,Dose 2,1,2.25272004682053e-05,3,6.7581601404616e-05,18 years and over
20201212,S92000003,Total,2875396,Dose 2,1,3.47778184291833e-05,3,0.00010433345528755,40 years and over
20201212,S92000003,Total,4549217,Dose 2,1,0,3,0,16 years and over
20201213,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,0,"",0,"",All vaccinations
20201213,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",1,"",All vaccinations
20201213,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20201213,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20201213,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,1113,"",19242,"",All vaccinations
20201213,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,0,"",2,"",All vaccinations
20201213,S92000003,Total,"",Dose 1,1113,"",19242,"",All vaccinations
20201213,S92000003,Total,4439078,Dose 1,1113,0.0250727741211125,19237,0.433355755406866,18 years and over
20201213,S92000003,Total,2875396,Dose 1,709,0.024657473266291,12666,0.440495848224036,40 years and over
20201213,S92000003,Total,4549217,Dose 1,1113,0,19241,0.4,16 years and over
20201213,S92000003,Total,"",Dose 2,0,"",3,"",All vaccinations
20201213,S92000003,Total,4439078,Dose 2,0,0,3,6.7581601404616e-05,18 years and over
20201213,S92000003,Total,2875396,Dose 2,0,0,3,0.00010433345528755,40 years and over
20201213,S92000003,Total,4549217,Dose 2,0,0,3,0,16 years and over
20201214,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,0,"",0,"",All vaccinations
20201214,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,1,"",2,"",All vaccinations
20201214,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20201214,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20201214,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,5703,"",24945,"",All vaccinations
20201214,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,0,"",2,"",All vaccinations
20201214,S92000003,Total,"",Dose 1,5703,"",24945,"",All vaccinations
20201214,S92000003,Total,4439078,Dose 1,5702,0.128450097069707,24939,0.561805852476573,18 years and over
20201214,S92000003,Total,2875396,Dose 1,3896,0.135494380600098,16562,0.575990228824134,40 years and over
20201214,S92000003,Total,4549217,Dose 1,5703,0.1,24944,0.5,16 years and over
20201214,S92000003,Total,"",Dose 2,1,"",4,"",All vaccinations
20201214,S92000003,Total,4439078,Dose 2,1,2.25272004682053e-05,4,9.01088018728213e-05,18 years and over
20201214,S92000003,Total,2875396,Dose 2,1,3.47778184291833e-05,4,0.000139111273716733,40 years and over
20201214,S92000003,Total,4549217,Dose 2,1,0,4,0,16 years and over
20201215,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,0,"",0,"",All vaccinations
20201215,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",2,"",All vaccinations
20201215,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20201215,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20201215,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,7377,"",32322,"",All vaccinations
20201215,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,5,"",7,"",All vaccinations
20201215,S92000003,Total,"",Dose 1,7377,"",32322,"",All vaccinations
20201215,S92000003,Total,4439078,Dose 1,7374,0.166115576252546,32313,0.727921428729119,18 years and over
20201215,S92000003,Total,2875396,Dose 1,5189,0.180462099829032,21751,0.756452328653166,40 years and over
20201215,S92000003,Total,4549217,Dose 1,7377,0.2,32321,0.7,16 years and over
20201215,S92000003,Total,"",Dose 2,5,"",9,"",All vaccinations
20201215,S92000003,Total,4439078,Dose 2,5,0.000112636002341027,9,0.000202744804213848,18 years and over
20201215,S92000003,Total,2875396,Dose 2,4,0.000139111273716733,8,0.000278222547433467,40 years and over
20201215,S92000003,Total,4549217,Dose 2,5,0,9,0,16 years and over
20201216,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,0,"",0,"",All vaccinations
20201216,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",2,"",All vaccinations
20201216,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20201216,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20201216,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,7180,"",39502,"",All vaccinations
20201216,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,2,"",9,"",All vaccinations
20201216,S92000003,Total,"",Dose 1,7180,"",39502,"",All vaccinations
20201216,S92000003,Total,4439078,Dose 1,7176,0.161655190559841,39489,0.88957661928896,18 years and over
20201216,S92000003,Total,2875396,Dose 1,4906,0.170619977213573,26657,0.92707230586674,40 years and over
20201216,S92000003,Total,4549217,Dose 1,7180,0.2,39501,0.9,16 years and over
20201216,S92000003,Total,"",Dose 2,2,"",11,"",All vaccinations
20201216,S92000003,Total,4439078,Dose 2,2,4.50544009364107e-05,11,0.000247799205150259,18 years and over
20201216,S92000003,Total,2875396,Dose 2,1,3.47778184291833e-05,9,0.00031300036586265,40 years and over
20201216,S92000003,Total,4549217,Dose 2,2,0,11,0,16 years and over
20201217,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,0,"",0,"",All vaccinations
20201217,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",2,"",All vaccinations
20201217,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20201217,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20201217,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,7102,"",46604,"",All vaccinations
20201217,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,0,"",9,"",All vaccinations
20201217,S92000003,Total,"",Dose 1,7102,"",46604,"",All vaccinations
20201217,S92000003,Total,4439078,Dose 1,7099,0.15992059612379,46588,1.04949721541275,18 years and over
20201217,S92000003,Total,2875396,Dose 1,5078,0.176601761983393,31735,1.10367406785013,40 years and over
20201217,S92000003,Total,4549217,Dose 1,7102,0.2,46603,1,16 years and over
20201217,S92000003,Total,"",Dose 2,0,"",11,"",All vaccinations
20201217,S92000003,Total,4439078,Dose 2,0,0,11,0.000247799205150259,18 years and over
20201217,S92000003,Total,2875396,Dose 2,0,0,9,0.00031300036586265,40 years and over
20201217,S92000003,Total,4549217,Dose 2,0,0,11,0,16 years and over
20201218,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,0,"",0,"",All vaccinations
20201218,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,7,"",9,"",All vaccinations
20201218,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20201218,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20201218,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,8473,"",55077,"",All vaccinations
20201218,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,0,"",9,"",All vaccinations
20201218,S92000003,Total,"",Dose 1,8473,"",55077,"",All vaccinations
20201218,S92000003,Total,4439078,Dose 1,8465,0.190692751963358,55053,1.24018996737611,18 years and over
20201218,S92000003,Total,2875396,Dose 1,6245,0.21718747609025,37980,1.32086154394038,40 years and over
20201218,S92000003,Total,4549217,Dose 1,8473,0.2,55076,1.2,16 years and over
20201218,S92000003,Total,"",Dose 2,7,"",18,"",All vaccinations
20201218,S92000003,Total,4439078,Dose 2,7,0.000157690403277437,18,0.000405489608427696,18 years and over
20201218,S92000003,Total,2875396,Dose 2,3,0.00010433345528755,12,0.0004173338211502,40 years and over
20201218,S92000003,Total,4549217,Dose 2,7,0,18,0,16 years and over
20201219,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,0,"",0,"",All vaccinations
20201219,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",9,"",All vaccinations
20201219,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20201219,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20201219,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,3360,"",58437,"",All vaccinations
20201219,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,0,"",9,"",All vaccinations
20201219,S92000003,Total,"",Dose 1,3360,"",58437,"",All vaccinations
20201219,S92000003,Total,4439078,Dose 1,3359,0.0756688663727017,58412,1.31585883374881,18 years and over
20201219,S92000003,Total,2875396,Dose 1,2365,0.0822495405850186,40345,1.4031110845254,40 years and over
20201219,S92000003,Total,4549217,Dose 1,3360,0.1,58436,1.3,16 years and over
20201219,S92000003,Total,"",Dose 2,0,"",18,"",All vaccinations
20201219,S92000003,Total,4439078,Dose 2,0,0,18,0.000405489608427696,18 years and over
20201219,S92000003,Total,2875396,Dose 2,0,0,12,0.0004173338211502,40 years and over
20201219,S92000003,Total,4549217,Dose 2,0,0,18,0,16 years and over
20201220,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,0,"",0,"",All vaccinations
20201220,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",9,"",All vaccinations
20201220,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20201220,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20201220,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,2541,"",60978,"",All vaccinations
20201220,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,1,"",10,"",All vaccinations
20201220,S92000003,Total,"",Dose 1,2541,"",60978,"",All vaccinations
20201220,S92000003,Total,4439078,Dose 1,2539,0.0571965619887733,60951,1.37305539573758,18 years and over
20201220,S92000003,Total,2875396,Dose 1,1822,0.063365185177972,42167,1.46647626970337,40 years and over
20201220,S92000003,Total,4549217,Dose 1,2541,0.1,60977,1.3,16 years and over
20201220,S92000003,Total,"",Dose 2,1,"",19,"",All vaccinations
20201220,S92000003,Total,4439078,Dose 2,1,2.25272004682053e-05,19,0.000428016808895901,18 years and over
20201220,S92000003,Total,2875396,Dose 2,0,0,12,0.0004173338211502,40 years and over
20201220,S92000003,Total,4549217,Dose 2,1,0,19,0,16 years and over
20201221,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,0,"",0,"",All vaccinations
20201221,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,8,"",17,"",All vaccinations
20201221,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20201221,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20201221,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,9565,"",70543,"",All vaccinations
20201221,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,2,"",12,"",All vaccinations
20201221,S92000003,Total,"",Dose 1,9565,"",70543,"",All vaccinations
20201221,S92000003,Total,4439078,Dose 1,9558,0.215314982075107,70509,1.58837037781269,18 years and over
20201221,S92000003,Total,2875396,Dose 1,6934,0.241149392987957,49101,1.70762566269133,40 years and over
20201221,S92000003,Total,4549217,Dose 1,9565,0.2,70542,1.6,16 years and over
20201221,S92000003,Total,"",Dose 2,10,"",29,"",All vaccinations
20201221,S92000003,Total,4439078,Dose 2,10,0.000225272004682053,29,0.000653288813577955,18 years and over
20201221,S92000003,Total,2875396,Dose 2,7,0.000243444729004283,19,0.000660778550154483,40 years and over
20201221,S92000003,Total,4549217,Dose 2,10,0,29,0,16 years and over
20201222,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,0,"",0,"",All vaccinations
20201222,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,2,"",19,"",All vaccinations
20201222,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20201222,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20201222,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,11795,"",82338,"",All vaccinations
20201222,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,3,"",15,"",All vaccinations
20201222,S92000003,Total,"",Dose 1,11795,"",82338,"",All vaccinations
20201222,S92000003,Total,4439078,Dose 1,11793,0.265663275121546,82302,1.85403365293424,18 years and over
20201222,S92000003,Total,2875396,Dose 1,8708,0.302845242881328,57809,2.01047090557266,40 years and over
20201222,S92000003,Total,4549217,Dose 1,11795,0.3,82337,1.8,16 years and over
20201222,S92000003,Total,"",Dose 2,5,"",34,"",All vaccinations
20201222,S92000003,Total,4439078,Dose 2,5,0.000112636002341027,34,0.000765924815918981,18 years and over
20201222,S92000003,Total,2875396,Dose 2,4,0.000139111273716733,23,0.000799889823871216,40 years and over
20201222,S92000003,Total,4549217,Dose 2,5,0,34,0,16 years and over
20201223,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,0,"",0,"",All vaccinations
20201223,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,3,"",22,"",All vaccinations
20201223,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20201223,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20201223,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,10149,"",92487,"",All vaccinations
20201223,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,2,"",17,"",All vaccinations
20201223,S92000003,Total,"",Dose 1,10149,"",92487,"",All vaccinations
20201223,S92000003,Total,4439078,Dose 1,10142,0.228470867148539,92444,2.08250452008277,18 years and over
20201223,S92000003,Total,2875396,Dose 1,7609,0.264624420427656,65418,2.27509532600031,40 years and over
20201223,S92000003,Total,4549217,Dose 1,10149,0.2,92486,2,16 years and over
20201223,S92000003,Total,"",Dose 2,5,"",39,"",All vaccinations
20201223,S92000003,Total,4439078,Dose 2,5,0.000112636002341027,39,0.000878560818260008,18 years and over
20201223,S92000003,Total,2875396,Dose 2,3,0.00010433345528755,26,0.000904223279158766,40 years and over
20201223,S92000003,Total,4549217,Dose 2,5,0,39,0,16 years and over
20201224,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,0,"",0,"",All vaccinations
20201224,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",22,"",All vaccinations
20201224,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20201224,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20201224,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,2820,"",95307,"",All vaccinations
20201224,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,1,"",18,"",All vaccinations
20201224,S92000003,Total,"",Dose 1,2820,"",95307,"",All vaccinations
20201224,S92000003,Total,4439078,Dose 1,2817,0.0634591237189344,95261,2.14596364380171,18 years and over
20201224,S92000003,Total,2875396,Dose 1,2190,0.0761634223599115,67608,2.35125874836023,40 years and over
20201224,S92000003,Total,4549217,Dose 1,2820,0.1,95306,2.1,16 years and over
20201224,S92000003,Total,"",Dose 2,1,"",40,"",All vaccinations
20201224,S92000003,Total,4439078,Dose 2,1,2.25272004682053e-05,40,0.000901088018728214,18 years and over
20201224,S92000003,Total,2875396,Dose 2,1,3.47778184291833e-05,27,0.00093900109758795,40 years and over
20201224,S92000003,Total,4549217,Dose 2,1,0,40,0,16 years and over
20201225,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,0,"",0,"",All vaccinations
20201225,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",22,"",All vaccinations
20201225,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20201225,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20201225,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,16,"",95323,"",All vaccinations
20201225,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,0,"",18,"",All vaccinations
20201225,S92000003,Total,"",Dose 1,16,"",95323,"",All vaccinations
20201225,S92000003,Total,4439078,Dose 1,16,0.000360435207491285,95277,2.1463240790092,18 years and over
20201225,S92000003,Total,2875396,Dose 1,13,0.000452111639579383,67621,2.35171085999981,40 years and over
20201225,S92000003,Total,4549217,Dose 1,16,0,95322,2.1,16 years and over
20201225,S92000003,Total,"",Dose 2,0,"",40,"",All vaccinations
20201225,S92000003,Total,4439078,Dose 2,0,0,40,0.000901088018728214,18 years and over
20201225,S92000003,Total,2875396,Dose 2,0,0,27,0.00093900109758795,40 years and over
20201225,S92000003,Total,4549217,Dose 2,0,0,40,0,16 years and over
20201226,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,0,"",0,"",All vaccinations
20201226,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",22,"",All vaccinations
20201226,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20201226,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20201226,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,3,"",95326,"",All vaccinations
20201226,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,0,"",18,"",All vaccinations
20201226,S92000003,Total,"",Dose 1,3,"",95326,"",All vaccinations
20201226,S92000003,Total,4439078,Dose 1,3,6.7581601404616e-05,95280,2.1463916606106,18 years and over
20201226,S92000003,Total,2875396,Dose 1,1,3.47778184291833e-05,67622,2.35174563781823,40 years and over
20201226,S92000003,Total,4549217,Dose 1,3,0,95325,2.1,16 years and over
20201226,S92000003,Total,"",Dose 2,0,"",40,"",All vaccinations
20201226,S92000003,Total,4439078,Dose 2,0,0,40,0.000901088018728214,18 years and over
20201226,S92000003,Total,2875396,Dose 2,0,0,27,0.00093900109758795,40 years and over
20201226,S92000003,Total,4549217,Dose 2,0,0,40,0,16 years and over
20201227,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,0,"",0,"",All vaccinations
20201227,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",22,"",All vaccinations
20201227,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20201227,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20201227,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,473,"",95799,"",All vaccinations
20201227,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,0,"",18,"",All vaccinations
20201227,S92000003,Total,"",Dose 1,473,"",95799,"",All vaccinations
20201227,S92000003,Total,4439078,Dose 1,473,0.0106553658214611,95753,2.15704702643207,18 years and over
20201227,S92000003,Total,2875396,Dose 1,433,0.0150587953798364,68055,2.36680443319807,40 years and over
20201227,S92000003,Total,4549217,Dose 1,473,0,95798,2.1,16 years and over
20201227,S92000003,Total,"",Dose 2,0,"",40,"",All vaccinations
20201227,S92000003,Total,4439078,Dose 2,0,0,40,0.000901088018728214,18 years and over
20201227,S92000003,Total,2875396,Dose 2,0,0,27,0.00093900109758795,40 years and over
20201227,S92000003,Total,4549217,Dose 2,0,0,40,0,16 years and over
20201228,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,0,"",0,"",All vaccinations
20201228,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,0,"",22,"",All vaccinations
20201228,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20201228,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20201228,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,1739,"",97538,"",All vaccinations
20201228,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,1,"",19,"",All vaccinations
20201228,S92000003,Total,"",Dose 1,1739,"",97538,"",All vaccinations
20201228,S92000003,Total,4439078,Dose 1,1737,0.0391297472132727,97490,2.19617677364534,18 years and over
20201228,S92000003,Total,2875396,Dose 1,1336,0.0464631654213889,69391,2.41326759861946,40 years and over
20201228,S92000003,Total,4549217,Dose 1,1739,0,97537,2.1,16 years and over
20201228,S92000003,Total,"",Dose 2,1,"",41,"",All vaccinations
20201228,S92000003,Total,4439078,Dose 2,1,2.25272004682053e-05,41,0.000923615219196419,18 years and over
20201228,S92000003,Total,2875396,Dose 2,1,3.47778184291833e-05,28,0.000973778916017133,40 years and over
20201228,S92000003,Total,4549217,Dose 2,1,0,41,0,16 years and over
20201229,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,0,"",0,"",All vaccinations
20201229,S92000003,AstraZeneca (Vaxzevria),"",Dose 2,1,"",23,"",All vaccinations
20201229,S92000003,Moderna (Spikevax),"",Dose 1,0,"",0,"",All vaccinations
20201229,S92000003,Moderna (Spikevax),"",Dose 2,0,"",0,"",All vaccinations
20201229,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 1,7621,"",105159,"",All vaccinations
20201229,S92000003,Pfizer BioNTech (Comirnaty),"",Dose 2,8,"",27,"",All vaccinations
20201229,S92000003,Total,"",Dose 1,7621,"",105159,"",All vaccinations
20201229,S92000003,Total,4439078,Dose 1,7617,0.17158968596632,105107,2.36776645961166,18 years and over
20201229,S92000003,Total,2875396,Dose 1,5574,0.193851559924268,74965,2.60711915854373,40 years and over
20201229,S92000003,Total,4549217,Dose 1,7621,0.2,105158,2.3,16 years and over
20201229,S92000003,Total,"",Dose 2,9,"",50,"",All vaccinations
20201229,S92000003,Total,4439078,Dose 2,9,0.000202744804213848,50,0.00112636002341027,18 years and over
20201229,S92000003,Total,2875396,Dose 2,2,6.95556368583666e-05,30,0.0010433345528755,40 years and over
20201229,S92000003,Total,4549217,Dose 2,9,0,50,0,16 years and over
20201230,S92000003,AstraZeneca (Vaxzevria),"",Dose 1,0,"",0,"",All vaccinations
