Date,DailyCases,CumulativeCases,Deaths
20201209,996,103928,4253
20201210,891,104819,4276
20201211,864,105683,4296
20201212,677,106360,4319
20201213,721,107081,4345
20201214,1083,108164,4376
20201215,1033,109197,4408
20201216,1028,110225,4439
20201217,911,111136,4475
20201218,920,112056,4498
20201219,747,112803,4525
20201220,812,113615,4554
20201221,1305,114920,4579
20201222,1327,116247,4607
20201223,1314,117561,4642
20201224,1016,118577,4678
20201225,516,119093,4713
20201226,1050,120143,4747
20201227,1681,121824,4781
20201228,1804,123628,4812
20201229,3133,126761,4838
20201230,2963,129724,4870
20201231,2374,132098,4914
20210101,1159,133257,4949
20210102,2239,135496,4991
20210103,2224,137720,5033
20210104,2376,140096,5070
20210105,3049,143145,5110
20210106,2548,145693,5158
20210107,2197,147890,5202
20210108,1822,149712,5244
20210109,1497,151209,5282
20210110,1423,152632,5341
20210111,2087,154719,5389
20210112,1977,156696,5440
20210113,1712,158408,5491
20210114,1619,160027,5549
20210115,1535,161562,5607
20210116,1176,162738,5683
20210117,1198,163936,5726
20210118,1735,165671,5789
20210119,1548,167219,5859
20210120,1570,168789,5925
20210121,1241,170030,5983
20210122,1228,171258,6051
20210123,936,172194,6104
20210124,857,173051,6174
20210125,1318,174369,6226
20210126,1178,175547,6276
20210127,1112,176659,6337
20210128,1114,177773,6384
20210129,961,178734,6443
20210130,779,179513,6487
20210131,809,180322,6535
20210201,1095,181417,6578
20210202,1049,182466,6622
20210203,930,183396,6670
20210204,899,184295,6702
20210205,935,185230,6746
20210206,698,185928,6797
20210207,654,186582,6839
20210208,991,187573,6878
20210209,758,188331,6927
20210210,845,189176,6964
20210211,842,190018,6999
20210212,902,190920,7040
20210213,542,191462,7072
20210214,681,192143,7104
20210215,964,193107,7138
20210216,912,194019,7164
20210217,825,194844,7192
20210218,879,195723,7227
20210219,890,196613,7271
20210220,660,197273,7298
20210221,608,197881,7318
20210222,787,198668,7340
20210223,693,199361,7356
20210224,699,200060,7374
20210225,628,200688,7394
20210226,514,201202,7410
20210227,414,201616,7429
20210228,426,202042,7438
20210301,547,202589,7458
20210302,518,203107,7470
20210303,495,203602,7481
20210304,558,204160,7495
20210305,465,204625,7503
20210306,480,205105,7513
20210307,434,205539,7523
20210308,588,206127,7538
20210309,653,206780,7548
20210310,622,207402,7553
20210311,662,208064,7560
20210312,584,208648,7566
20210313,464,209112,7570
20210314,443,209555,7577
20210315,689,210244,7578
20210316,572,210816,7589
20210317,597,211413,7597
20210318,551,211964,7600
20210319,542,212506,7606
20210320,458,212964,7611
20210321,463,213427,7615
20210322,681,214108,7618
20210323,603,214711,7621
20210324,541,215252,7625
20210325,573,215825,7632
20210326,474,216299,7637
20210327,386,216685,7642
20210328,357,217042,7647
20210329,514,217556,7652
20210330,394,217950,7654
20210331,394,218344,7655
20210401,413,218757,7656
20210402,353,219110,7658
20210403,280,219390,7660
20210404,254,219644,7661
20210405,293,219937,7665
20210406,356,220293,7667
20210407,282,220575,7669
20210408,282,220857,7671
20210409,266,221123,7673
20210410,227,221350,7676
20210411,212,221562,7678
20210412,260,221822,7678
20210413,261,222083,7678
20210414,212,222295,7681
20210415,198,222493,7683
20210416,382,222875,7684
20210417,202,223077,7685
20210418,178,223255,7685
20210419,264,223519,7686
20210420,242,223761,7687
20210421,237,223998,7690
20210422,231,224229,7690
20210423,188,224417,7692
20210424,150,224567,7692
20210425,109,224676,7694
20210426,195,224871,7695
20210427,195,225066,7696
20210428,193,225259,7697
20210429,174,225433,7697
20210430,173,225606,7697
20210501,126,225732,7697
20210502,121,225853,7698
20210503,162,226015,7698
20210504,196,226211,7698
20210505,222,226433,7698
20210506,219,226652,7698
20210507,203,226855,7698
20210508,185,227040,7698
20210509,210,227250,7698
20210510,329,227579,7698
20210511,282,227861,7698
20210512,298,228159,7700
20210513,314,228473,7700
20210514,291,228764,7700
20210515,228,228992,7700
20210516,231,229223,7700
20210517,361,229584,7701
20210518,417,230001,7701
20210519,408,230409,7701
20210520,381,230790,7701
20210521,360,231150,7701
20210522,291,231441,7702
20210523,324,231765,7703
20210524,496,232261,7703
20210525,502,232763,7703
20210526,626,233389,7704
20210527,552,233941,7705
20210528,549,234490,7706
20210529,435,234925,7708
20210530,486,235411,7709
20210531,601,236012,7709
20210601,773,236785,7709
20210602,959,237744,7710
20210603,948,238692,7712
20210604,822,239514,7713
20210605,606,240120,7713
20210606,678,240798,7714
20210607,953,241751,7715
20210608,1026,242777,7715
20210609,1056,243833,7717
20210610,1040,244873,7719
20210611,865,245738,7719
20210612,706,246444,7719
20210613,855,247299,7722
20210614,1127,248426,7723
20210615,1279,249705,7729
20210616,1266,250971,7730
20210617,1164,252135,7731
20210618,1231,253366,7734
20210619,997,254363,7736
20210620,1548,255911,7739
20210621,3019,258930,7741
20210622,3243,262173,7745
20210623,2890,265063,7746
20210624,2947,268010,7748
20210625,2619,270629,7749
20210626,2291,272920,7757
20210627,2511,275431,7760
20210628,3922,279353,7763
20210629,3873,283226,7766
20210630,3907,287133,7767
20210701,3429,290562,7769
20210702,3078,293640,7771
20210703,2510,296150,7775
20210704,2406,298556,7781
20210705,3376,301932,7786
20210706,3091,305023,7799
20210707,2896,307919,7804
20210708,2728,310647,7816
20210709,2381,313028,7823
20210710,1811,314839,7831
20210711,1881,316720,7837
20210712,2577,319297,7844
20210713,2443,321740,7853
20210714,2208,323948,7861
20210715,1963,325911,7868
20210716,1749,327660,7873
20210717,1400,329060,7880
20210718,1385,330445,7888
20210719,1908,332353,7897
20210720,1598,333951,7903
20210721,1574,335525,7911
20210722,1378,336903,7920
20210723,1277,338180,7927
20210724,954,339134,7930
20210725,942,340076,7935
20210726,1372,341448,7942
20210727,1350,342798,7950
20210728,1286,344084,7957
20210729,1173,345257,7962
20210730,1033,346290,7968
20210731,770,347060,7974
20210801,869,347929,7984
20210802,1321,349250,7991
20210803,1364,350614,7994
20210804,1291,351905,8000
20210805,1329,353234,8007
20210806,1257,354491,8013
20210807,941,355432,8019
20210808,1039,356471,8025
20210809,1485,357956,8031
20210810,1521,359477,8036
20210811,1566,361043,8039
20210812,1394,362437,8041
20210813,1524,363961,8050
20210814,1469,365430,8056
20210815,1627,367057,8060
20210816,2742,369799,8062
20210817,3339,373138,8064
20210818,3513,376651,8066
20210819,102,376753,8067
