date,state,positive,negative,pending,hospitalized_currently,hospitalized_cumulative,in_icu_currently,in_icu_cumulative,on_ventilator_currently,on_ventilator_cumulative,recovered,data_quality_grade,last_update_et,hash,date_checked,death,hospitalized,total,total_test_results,pos_neg,fips,death_increase,hospitalized_increase,negative_increase,positive_increase,total_test_results_increase,fips_code,iso_subdivision,load_time,iso_country
2020-10-21,PA,186297,2167536,,966,,,,104,,147174,A+,2020-10-21 13:00:00,daa40809913283d4a0165a74fd72b53ebd498617,2020-10-21T13:00:00Z,8562,,2353833,2353833,2353833,42,29,0,11897,1425,13322,42,US-PA,2020-11-18 00:05:27,US
2020-10-21,PR,29717,305972,,378,,62,,45,,26018,B,2020-10-21 00:00:00,6cf52469a451efe187a52b8fb35b0272af5d8efc,2020-10-21T00:00:00Z,774,,335689,335689,335689,72,5,0,0,132,132,72,US-PR,2020-11-18 00:05:27,US
2020-10-21,RI,29123,375557,,130,3091,14,,6,,2580,A+,2020-10-21 12:00:00,10d298f0e0ee0e55c894cdd727b7840e4a5558e2,2020-10-21T12:00:00Z,1169,3091,404680,998560,404680,44,5,19,3151,474,13240,44,US-RI,2020-11-18 00:05:27,US
2020-10-21,SC,166357,1467192,,743,10062,197,,98,,84052,A+,2020-10-20 23:59:00,406d6ddba068daf7d31cf3d32734764739a5cbc4,2020-10-20T23:59:00Z,3708,10062,1633549,1633549,1633549,45,12,34,12763,864,13627,45,US-SC,2020-11-18 00:05:27,US
2020-10-21,SD,35044,201206,,332,2239,,,,,26023,#REF!,2020-10-20 14:00:00,86980c8cfdccd14ee71d4458bd245c5b442f7d28,2020-10-20T14:00:00Z,333,2239,236250,236250,236250,46,3,46,937,587,1524,46,US-SD,2020-11-18 00:05:27,US
2020-10-21,TN,235861,3180394,,1424,9734,388,,167,,210243,A+,2020-10-21 15:00:00,8d94b0559a568f5be6ca6fcb105bdcc35ad323bd,2020-10-21T15:00:00Z,2970,9734,3416255,3416255,3416255,47,18,53,17227,2292,19519,47,US-TN,2020-11-18 00:05:27,US
2020-10-21,TX,838809,6636065,,4782,,1424,,,,739140,A,2020-10-21 17:05:00,a282d3b2ca2cb64c188abb6236fb2f8474679f32,2020-10-21T17:05:00Z,17201,,7474874,7474874,7474874,48,114,0,25296,5252,30548,48,US-TX,2020-11-18 00:05:27,US
2020-10-21,UT,98006,868886,,338,4807,111,1040,,406,72606,A+,2020-10-21 10:52:00,7af483c6a54a87f42eb57e346cdad9bddd28fa35,2020-10-21T10:52:00Z,557,4807,966892,1280311,966892,49,6,54,5587,1363,11847,49,US-UT,2020-11-18 00:05:27,US
2020-10-21,VA,168772,2273738,315,1010,20236,202,,97,,19226,A+,2020-10-20 17:00:00,e168414713915a51f382a6579869f6713fad410c,2020-10-20T17:00:00Z,3515,20236,2442825,2431736,2442510,51,30,129,19011,1018,19796,51,US-VA,2020-11-18 00:05:27,US
2020-10-21,VI,1337,21768,68,,,,,,,1303,D,2020-10-20 21:58:00,ae1e57057a4333a820f00e19f001e0cadcb6e540,2020-10-20T21:58:00Z,21,,23173,23105,23105,78,0,0,251,2,253,78,US-VI,2020-11-18 00:05:27,US
2020-10-21,VT,1971,178723,,4,,,,,,1708,B,2020-10-20 23:59:00,7be40fafaae19596437007017a369ef89af4807d,2020-10-20T23:59:00Z,58,,180694,362906,180694,50,0,0,966,15,2103,50,US-VT,2020-11-18 00:05:27,US
2020-10-21,WA,99150,2153638,,301,8124,,,43,,,B,2020-10-20 02:59:00,aff63e3b1cf7640fab8eb403fe5153094e96b12e,2020-10-20T02:59:00Z,2282,8124,2252788,2252788,2252788,53,24,47,7963,489,8452,53,US-WA,2020-11-18 00:05:27,US
2020-10-21,WI,192191,1718564,209,1190,9704,299,1371,,,142485,A+,2020-10-21 00:00:00,dc2408f701db8e30b8568e8b2299b31d01f7e7c9,2020-10-21T00:00:00Z,1702,9704,1910964,2924206,1910755,55,50,167,5681,4363,13633,79,US-UM,2020-11-18 00:05:27,US
2020-10-21,WI,192191,1718564,209,1190,9704,299,1371,,,142485,A+,2020-10-21 00:00:00,dc2408f701db8e30b8568e8b2299b31d01f7e7c9,2020-10-21T00:00:00Z,1702,9704,1910964,2924206,1910755,55,50,167,5681,4363,13633,55,US-WI,2020-11-18 00:05:27,US
2020-10-21,WV,20734,675863,,188,,65,,25,,15215,B,2020-10-20 23:59:00,bbbb9e26b524a726f0a761e4736288bea8da7f42,2020-10-20T23:59:00Z,413,,696597,696597,696597,54,5,0,4573,215,4788,54,US-WV,2020-11-18 00:05:27,US
2020-10-21,WY,9848,111822,,66,373,,,,,7070,B,2020-10-21 17:23:00,9f09a0dcc40d4d6219fcd38f02097f390f98eeda,2020-10-21T17:23:00Z,61,373,121670,121670,121670,56,0,2,3068,322,3390,56,US-WY,2020-11-18 00:05:27,US
2020-10-20,AK,11456,535069,,38,389,,,10,,6681,A,2020-10-20 03:59:00,0c7db1abeb34006400aa7f643533254c424efbea,2020-10-20T03:59:00Z,67,389,546525,546525,546525,2,0,2,10071,231,10302,2,US-AK,2020-11-18 00:05:27,US
2020-10-20,AL,174528,1112559,,846,19081,,1954,,1114,74238,A,2020-10-20 11:00:00,1fbf9e94e20368495944d9b840b76b5d3299a657,2020-10-20T11:00:00Z,2805,19081,1287087,1265575,1287087,1,16,0,4731,1043,5475,1,US-AL,2020-11-18 00:05:27,US
2020-10-20,AR,100441,1137234,,627,6428,257,,96,782,90283,A+,2020-10-20 00:00:00,696a543f35e5a8e1498d893e4b20a56bae36154a,2020-10-20T00:00:00Z,1728,6428,1237675,1231652,1237675,5,14,67,7110,844,7738,5,US-AR,2020-11-18 00:05:27,US
2020-10-20,AS,0,1616,,,,,,,,,D,2020-10-01 00:00:00,3321ebf66fbc98011373f6dcb01d358a9c68c1ac,2020-10-01T00:00:00Z,0,,1616,1616,1616,60,0,0,0,0,0,60,US-AS,2020-11-18 00:05:27,US
2020-10-20,AZ,232937,1419675,,777,20719,170,,91,,38705,A+,2020-10-20 00:00:00,4be9a6265b0b8e6d09e2cb6bff66e9c7690990f1,2020-10-20T00:00:00Z,5837,20719,1652612,1647345,1652612,4,7,71,6571,1040,7560,4,US-AZ,2020-11-18 00:05:27,US
2020-10-20,CA,874077,16314993,,3104,,781,,,,,B,2020-10-20 02:59:00,50907223f4024253e008890af81e2becaa962044,2020-10-20T02:59:00Z,16992,,17189070,17189070,17189070,6,22,0,143376,3286,146662,6,US-CA,2020-11-18 00:05:27,US
2020-10-20,CO,86374,1008906,,465,8248,,,,,7225,A,2020-10-19 01:59:00,108f0d16c9771bbb8158b7bb8e3c49aca1cb6af9,2020-10-19T01:59:00Z,2051,8248,1095280,1708450,1095280,8,9,21,8240,1072,19137,8,US-CO,2020-11-18 00:05:27,US
2020-10-20,CT,64455,1989807,,217,12043,,,,,9651,B,2020-10-19 20:30:00,55db899ae911c1c17f173c7836d8b40726e6fbb4,2020-10-19T20:30:00Z,4559,12043,2054262,2054262,2054262,9,5,0,14231,434,14665,9,US-CT,2020-11-18 00:05:27,US
2020-10-20,DC,16445,457362,,85,,20,,9,,12884,A+,2020-10-19 00:00:00,34c2f3c0c7e3db9b0eb623cb758e8ea84ffa1e0e,2020-10-19T00:00:00Z,642,,473807,473807,473807,11,1,0,4717,50,4767,11,US-DC,2020-11-18 00:05:27,US
2020-10-20,DE,23325,307401,,107,,25,,,,12245,A+,2020-10-19 18:00:00,3f881a94a52638e3ddc5119304855e78b5d600c3,2020-10-19T18:00:00Z,668,,330726,515381,330726,10,2,0,1579,129,2352,10,US-DE,2020-11-18 00:05:27,US
2020-10-20,FL,750739,5007558,4378,2094,47895,,,,,,A,2020-10-19 23:59:00,1dd1e4184e8ab24f8d9a9264e0aae5ac14c404f5,2020-10-19T23:59:00Z,16308,47895,5762675,9189623,5758297,12,86,231,25002,3556,58302,12,US-FL,2020-11-18 00:05:27,US
2020-10-20,GA,342438,2985398,,1713,30541,,5701,,,,A,2020-10-20 14:50:00,8abede09c502c1f10b7c1a3ed0fad26e318f90f6,2020-10-20T14:50:00Z,7674,30541,3327836,3327836,3327836,13,17,153,12429,1128,13557,13,US-GA,2020-11-18 00:05:27,US
2020-10-20,GU,3886,56620,,70,,17,,6,,2354,A,2020-10-20 06:00:00,5a3a4ec0cebae560642d01cc23e76343cafdbc95,2020-10-20T06:00:00Z,67,,60506,60506,60506,66,1,0,827,130,957,66,US-GU,2020-11-18 00:05:27,US
2020-10-20,HI,14262,295153,,96,1012,22,,15,,11078,B,2020-10-19 18:00:00,f3af922481bf6ce607eff37955572f90d2626022,2020-10-19T18:00:00Z,187,1012,309415,479301,309415,15,0,7,0,37,1985,84,US-UM,2020-11-18 00:05:27,US
2020-10-20,HI,14262,295153,,96,1012,22,,15,,11078,B,2020-10-19 18:00:00,f3af922481bf6ce607eff37955572f90d2626022,2020-10-19T18:00:00Z,187,1012,309415,479301,309415,15,0,7,0,37,1985,15,US-HI,2020-11-18 00:05:27,US
2020-10-20,IA,103011,734707,,501,,122,,45,,83518,A+,2020-10-20 00:00:00,22c4a956c13c3f8ec58e81e3584288fa178dce9e,2020-10-20T00:00:00Z,1555,,837718,837718,837718,19,17,0,1651,494,2145,19,US-IA,2020-11-18 00:05:27,US
2020-10-20,ID,53790,307612,,187,2231,54,506,,,26238,A,2020-10-19 19:38:00,9e3b1d147b953344f1dcfc1f24d480f7c94f607c,2020-10-19T19:38:00Z,531,2231,361402,355382,361402,16,3,25,1597,698,2192,16,US-ID,2020-11-18 00:05:27,US
2020-10-20,IL,354462,6532439,,2261,,489,,195,,,A,2020-10-19 00:00:00,a79c962511fd744c86427331d4c0f117062c12f9,2020-10-19T00:00:00Z,9537,,6886901,6886901,6886901,17,41,0,55363,3714,59077,17,US-IL,2020-11-18 00:05:27,US
2020-10-20,IN,150664,1421686,,1425,14983,412,2954,141,,109675,A+,2020-10-18 23:59:00,f7e93a400b35d5e5c08a8f71b28a71fb24db2cc0,2020-10-18T23:59:00Z,4008,14983,1572350,2551406,1572350,18,48,157,6130,1498,17543,18,US-IN,2020-11-18 00:05:27,US
2020-10-20,KS,72968,525426,,285,3421,81,952,39,294,2415,A+,2020-10-19 10:00:00,04838187a2dac1d38a44b98980f1d2e3c4416f98,2020-10-19T10:00:00Z,872,3421,598394,598394,598394,20,0,0,0,0,0,20,US-KS,2020-11-18 00:05:27,US
2020-10-20,KY,89544,1630784,,776,6665,202,1638,,,17402,B,2020-10-20 00:00:00,c5095f71e4b5922a39c74b1ee7894880afcb1412,2020-10-20T00:00:00Z,1342,6665,1720328,1706897,1720328,21,16,49,7112,1297,8082,21,US-KY,2020-11-18 00:05:27,US
2020-10-20,LA,179769,2436688,,586,,,,62,,161792,A,2020-10-20 13:00:00,f5b25ae25430ff80f189255c8dc397cc07948abf,2020-10-20T13:00:00Z,5772,,2616457,2616457,2616457,22,6,0,18294,699,18993,22,US-LA,2020-11-18 00:05:27,US
2020-10-20,MA,145464,2407230,,517,13021,94,,35,,118892,A+,2020-10-20 08:00:00,3610780bf69fac923b9d6731f4afe9ec105da90f,2020-10-20T08:00:00Z,9758,13021,2552694,5306041,2552694,25,5,12,16417,976,66390,25,US-MA,2020-11-18 00:05:27,US
2020-10-20,MD,136744,1688161,,464,16516,123,,,,7926,A,2020-10-20 10:00:00,7b4b89598cb3c9feceaec3ae9365e7657b3ece51,2020-10-20T10:00:00Z,4050,16516,1824905,3121799,1824905,24,9,41,7593,590,17966,24,US-MD,2020-11-18 00:05:27,US
2020-10-20,ME,5989,548105,,9,469,1,,0,,5206,A+,2020-10-19 23:59:00,5bd7a3cdfd9914930fea68949069fec29b6f7f62,2020-10-19T23:59:00Z,146,469,554094,554094,554094,23,0,0,4590,27,4617,23,US-ME,2020-11-18 00:05:27,US
2020-10-20,MI,165994,4219797,,1050,,267,,106,,109539,A+,2020-10-20 00:00:00,efc8405b82604b8b7d80b528be70ab8c3a624b0f,2020-10-20T00:00:00Z,7383,,4385791,4385791,4385791,26,20,0,48296,1871,50167,71,US-UM,2020-11-18 00:05:27,US
2020-10-20,MI,165994,4219797,,1050,,267,,106,,109539,A+,2020-10-20 00:00:00,efc8405b82604b8b7d80b528be70ab8c3a624b0f,2020-10-20T00:00:00Z,7383,,4385791,4385791,4385791,26,20,0,48296,1871,50167,26,US-MI,2020-11-18 00:05:27,US
2020-10-20,MN,125531,1574734,,567,9042,155,2451,,,111634,A,2020-10-19 17:00:00,8d39ee95bd1bebac782494556b67556685c8dd91,2020-10-19T17:00:00Z,2246,9042,1700265,2522999,1700265,27,7,126,4604,1092,11604,27,US-MN,2020-11-18 00:05:27,US
2020-10-20,MO,159625,1234999,,1439,,429,,156,,,A,2020-10-20 00:59:00,380c4a3f6d0ab750da0b3c15bc45d02b5d093b04,2020-10-20T00:59:00Z,2615,,1394624,2296674,1394624,29,25,0,0,1524,0,29,US-MO,2020-11-18 00:05:27,US
2020-10-20,MP,88,15723,,,4,,,,,29,D,2020-10-19 00:00:00,13828da7570624f8f94485a4a50aa535389d3721,2020-10-19T00:00:00Z,2,4,15811,15811,15811,69,0,0,267,2,269,69,US-MP,2020-11-18 00:05:27,US
2020-10-20,MS,111322,729544,,664,6380,161,,73,,97675,A+,2020-10-19 00:00:00,0b8591b9893b58e66c6c89594b77bc6716698560,2020-10-19T00:00:00Z,3202,6380,840866,840866,840866,28,31,0,0,730,730,28,US-MS,2020-11-18 00:05:27,US
2020-10-20,MT,24093,420928,,360,1055,,,,,14842,C,2020-10-20 01:59:00,95d0117fd74cf85cb30fc07db9f37522b58687a0,2020-10-20T01:59:00Z,252,1055,445021,445021,445021,30,11,35,1952,703,2655,30,US-MT,2020-11-18 00:05:27,US
2020-10-20,NC,248750,3423043,,1203,,326,,,,218541,A+,2020-10-20 12:28:00,b3c031c6f75a01cdcfc2d9c46d760ff74c14e3ba,2020-10-20T12:28:00Z,3992,,3671793,3671793,3671793,37,53,0,21851,1578,23429,37,US-NC,2020-11-18 00:05:27,US
2020-10-20,ND,33666,240906,,209,1301,39,279,,,27222,B,2020-10-20 01:59:00,72dd29ca90eacfcab4fe0d46d95518cff08fe39c,2020-10-20T01:59:00Z,315,1301,274572,746364,274572,38,5,34,806,1029,5204,38,US-ND,2020-11-18 00:05:27,US
2020-10-20,NE,58817,487852,,380,2680,,,,,39313,A,2020-10-19 22:00:00,57fb2c6a2fcfa866ace4571a7dd45696b166d1de,2020-10-19T22:00:00Z,554,2680,546669,810498,546669,31,6,22,2707,749,10919,31,US-NE,2020-11-18 00:05:27,US
2020-10-20,NH,9828,306263,,16,763,,246,,,8536,B,2020-10-20 09:00:00,8235c1d8391bb614b8bfc3b01eb18b17b29a4de7,2020-10-20T09:00:00Z,468,763,316091,543562,316091,33,0,2,1203,82,0,33,US-NH,2020-11-18 00:05:27,US
2020-10-20,NJ,222193,4013107,,781,24362,169,,69,,36005,B,2020-10-20 00:00:00,d99aa461d64742ee967ed3967efd3218ccf89ba9,2020-10-20T00:00:00Z,16227,24362,4235300,4235300,4235300,34,13,89,16607,988,17595,34,US-NJ,2020-11-18 00:05:27,US
2020-10-20,NM,37302,1023966,,183,3977,,,,,20001,B,2020-10-19 17:51:00,c3f17ef687d7bd74bdb59228850f6fabedbc8ad3,2020-10-19T17:51:00Z,935,3977,1061268,1061268,1061268,35,1,37,5863,514,6377,35,US-NM,2020-11-18 00:05:27,US
2020-10-20,NV,91499,674813,,506,,141,,57,,2336,A+,2020-10-20 00:00:00,9af0afc5cbcdb7c2f65ac77fbf4dd03998e0d65f,2020-10-20T00:00:00Z,1727,,766312,1156029,766312,32,15,0,2454,656,28,32,US-NV,2020-11-18 00:05:27,US
2020-10-20,NY,486480,12586235,,942,89995,194,,99,,78530,B,2020-10-19 23:59:00,aaca7e507e1997c5b8a4e9183b2c9572be9d18aa,2020-10-19T23:59:00Z,25672,89995,13072715,13072715,13072715,36,13,0,89339,1201,90540,36,US-NY,2020-11-18 00:05:27,US
2020-10-20,OH,185639,3793775,,1221,17388,322,3597,161,,152460,A+,2020-10-20 14:00:00,0bbf7a1cc83317e5399003c1fb687be4e4a87dd6,2020-10-20T14:00:00Z,5083,17388,3979414,3979414,3979414,39,8,216,35832,2015,37847,39,US-OH,2020-11-18 00:05:27,US
2020-10-20,OK,109548,1357462,3137,821,7964,319,,,,93698,A+,2020-10-20 00:00:00,58d0ba37eb5e75f2358434b5ef2eafded8978c82,2020-10-20T00:00:00Z,1191,7964,1470147,1467010,1467010,40,18,149,29930,1475,31405,40,US-OK,2020-11-18 00:05:27,US
2020-10-20,OR,40136,755181,,183,2964,57,,14,,5870,A+,2020-10-20 03:01:00,5f3e0b898b17ca0e6e614b1b022ab901f184c0ac,2020-10-20T03:01:00Z,633,2964,795317,795317,795317,41,5,17,6466,342,6808,41,US-OR,2020-11-18 00:05:27,US
2020-10-20,PA,184872,2155639,,918,,,,94,,146048,A+,2020-10-19 12:00:00,73a3c5df1a0e2497771b2afa462f52a3a7bd18c7,2020-10-19T12:00:00Z,8533,,2340511,2340511,2340511,42,33,0,11673,1557,13230,95,US-UM,2020-11-18 00:05:27,US
2020-10-20,PA,184872,2155639,,918,,,,94,,146048,A+,2020-10-19 12:00:00,73a3c5df1a0e2497771b2afa462f52a3a7bd18c7,2020-10-19T12:00:00Z,8533,,2340511,2340511,2340511,42,33,0,11673,1557,13230,42,US-PA,2020-11-18 00:05:27,US
2020-10-20,PR,29585,305972,,378,,61,,38,,25947,B,2020-10-20 00:00:00,40366f28ff612d972c4937d35eb083a87b18eee1,2020-10-20T00:00:00Z,769,,335557,335557,335557,72,1,0,0,447,447,72,US-PR,2020-11-18 00:05:27,US
2020-10-20,RI,28649,372406,,135,3072,16,,6,,2558,A+,2020-10-20 12:00:00,ff34ff9b744379a4012d061cbc8640bb8b2e7ba5,2020-10-20T12:00:00Z,1164,3072,401055,985320,401055,44,5,22,1427,302,7409,44,US-RI,2020-11-18 00:05:27,US
2020-10-20,SC,165493,1454429,,697,10028,182,,92,,83361,A+,2020-10-19 23:59:00,6405bab12feed97be5b202025ec100375b8b136b,2020-10-19T23:59:00Z,3696,10028,1619922,1619922,1619922,45,35,69,8838,884,9722,45,US-SC,2020-11-18 00:05:27,US
2020-10-20,SD,34457,200269,,329,2193,,,,,25686,A,2020-10-19 14:00:00,a4387dd3afae49e5394141fa1ab681d994c972d9,2020-10-19T14:00:00Z,330,2193,234726,234726,234726,46,7,47,1655,621,2276,46,US-SD,2020-11-18 00:05:27,US
2020-10-20,TN,233569,3163167,,1424,9681,399,,179,,208182,A+,2020-10-20 15:00:00,70e1dbcfa561a2a755a199cbbd2cd5fff0939016,2020-10-20T15:00:00Z,2952,9681,3396736,3396736,3396736,47,30,63,11836,1508,13344,47,US-TN,2020-11-18 00:05:27,US
2020-10-20,TX,833557,6610769,,4588,,1349,,,,733758,A,2020-10-20 17:30:00,7d550485b7f1e0d25ddc2d285c0d4e8fe2353a68,2020-10-20T17:30:00Z,17087,,7444326,7444326,7444326,48,65,0,52399,7884,60283,48,US-TX,2020-11-18 00:05:27,US
2020-10-20,UT,96643,863299,,311,4753,104,1030,,403,71693,A+,2020-10-20 11:18:00,99d1d56cb657585ff49090344ea5782c479cfec6,2020-10-20T11:18:00Z,551,4753,959942,1268464,959942,49,5,65,3982,1081,8322,49,US-UT,2020-11-18 00:05:27,US
2020-10-20,VA,167754,2254727,249,937,20107,194,,98,,19170,A+,2020-10-19 17:00:00,a50a3c68128ce3fb0904a9e764402d8f006cb79c,2020-10-19T17:00:00Z,3485,20107,2422730,2411940,2422481,51,28,39,13055,926,13829,51,US-VA,2020-11-18 00:05:27,US
2020-10-20,VI,1335,21517,27,,,,,,,1296,D,2020-10-17 20:49:00,c3cdadcc35e6202bc2b23aae10f5aafe2ab404a0,2020-10-17T20:49:00Z,21,,22879,22852,22852,78,0,0,0,0,0,78,US-VI,2020-11-18 00:05:27,US
2020-10-20,VT,1956,177757,,0,,,,,,1701,B,2020-10-19 23:59:00,4bb227328e4b35b0c7b7eedca30a0cdad925ff96,2020-10-19T23:59:00Z,58,,179713,360803,179713,50,0,0,106,10,875,50,US-VT,2020-11-18 00:05:27,US
2020-10-20,WA,98661,2145675,,289,8077,,,36,,,B,2020-10-19 02:59:00,6f7e4d9f1da85c5424c86937e579adfb1bd8c214,2020-10-19T02:59:00Z,2258,8077,2244336,2244336,2244336,53,19,59,13091,460,13551,53,US-WA,2020-11-18 00:05:27,US
2020-10-20,WI,187828,1712883,223,1192,9537,315,1354,,,139455,A+,2020-10-20 00:00:00,8ea801a85418738092de06b2e8abc00dee265f72,2020-10-20T00:00:00Z,1652,9537,1900934,2910573,1900711,55,35,218,9070,4686,15330,79,US-UM,2020-11-18 00:05:27,US
2020-10-20,WI,187828,1712883,223,1192,9537,315,1354,,,139455,A+,2020-10-20 00:00:00,8ea801a85418738092de06b2e8abc00dee265f72,2020-10-20T00:00:00Z,1652,9537,1900934,2910573,1900711,55,35,218,9070,4686,15330,55,US-WI,2020-11-18 00:05:27,US
2020-10-20,WV,20519,671290,,191,,62,,23,,14988,B,2020-10-19 23:59:00,6b8a1d7486e26e3c00e106283e171f6920184143,2020-10-19T23:59:00Z,408,,691809,691809,691809,54,9,0,3593,226,3819,54,US-WV,2020-11-18 00:05:27,US
2020-10-20,WY,9526,108754,,66,371,,,,,6944,B,2020-10-20 17:55:00,88bc25eb436edd653174c5a89643455583337271,2020-10-20T17:55:00Z,61,371,118280,118280,118280,56,4,7,0,215,215,56,US-WY,2020-11-18 00:05:27,US
2020-10-19,AK,11225,524998,,65,387,,,8,,6516,A,2020-10-19 03:59:00,b19c4e562dfa79b98a4c0b3ef5809af18f3382c9,2020-10-19T03:59:00Z,67,387,536223,536223,536223,2,0,4,3308,204,3512,2,US-AK,2020-11-18 00:05:27,US
2020-10-19,AL,173485,1107828,,859,19081,,1939,,1106,74238,A,2020-10-19 11:00:00,622efeb21f69f1714609d5c58da3fe7fb9562b13,2020-10-19T11:00:00Z,2789,19081,1281313,1260100,1281313,1,1,226,5459,859,6204,1,US-AL,2020-11-18 00:05:27,US
2020-10-19,AR,99597,1130124,,604,6361,248,,95,776,89217,A+,2020-10-19 00:00:00,cbca059c35fa847104c72063db76c4e24a316afc,2020-10-19T00:00:00Z,1714,6361,1229721,1223914,1229721,5,10,46,7536,531,7970,5,US-AR,2020-11-18 00:05:27,US
2020-10-19,AS,0,1616,,,,,,,,,D,2020-10-01 00:00:00,3470896bf76e460b02863d566136560a6d2f6989,2020-10-01T00:00:00Z,0,,1616,1616,1616,60,0,0,0,0,0,60,US-AS,2020-11-18 00:05:27,US
2020-10-19,AZ,231897,1413104,,721,20648,177,,94,,38553,A+,2020-10-19 00:00:00,77aa56364eb8c1d5414d45dc2a6f65066a276323,2020-10-19T00:00:00Z,5830,20648,1645001,1639785,1645001,4,3,8,8043,748,8762,4,US-AZ,2020-11-18 00:05:27,US
2020-10-19,CA,870791,16171617,,3002,,758,,,,,B,2020-10-19 02:59:00,e9237a038410c9c2b49346d174090b0f73535e01,2020-10-19T02:59:00Z,16970,,17042408,17042408,17042408,6,27,0,146872,3474,150346,6,US-CA,2020-11-18 00:05:27,US
2020-10-19,CO,85302,1000666,,445,8227,,,,,7176,A,2020-10-18 01:59:00,5ab4c0481dd5a82dc36b49960727d4f71cd7b072,2020-10-18T01:59:00Z,2042,8227,1085968,1689313,1085968,8,0,10,9258,933,21260,8,US-CO,2020-11-18 00:05:27,US
2020-10-19,CT,64021,1975576,,195,12043,,,,,9651,B,2020-10-18 20:30:00,bde0baf5a875114f0450512ca4a62c5a4bd23288,2020-10-18T20:30:00Z,4554,12043,2039597,2039597,2039597,9,12,0,70773,1191,71964,9,US-CT,2020-11-18 00:05:27,US
2020-10-19,DC,16395,452645,,84,,20,,9,,12824,A+,2020-10-18 00:00:00,dc3e0fcffa38ac0f02b914b35c717aae96e7aa85,2020-10-18T00:00:00Z,641,,469040,469040,469040,11,0,0,2210,25,2235,11,US-DC,2020-11-18 00:05:27,US
2020-10-19,DE,23196,305822,,107,,19,,,,12113,A+,2020-10-18 18:00:00,09f160f5423589590a5454a62f88d9f6496b5380,2020-10-18T18:00:00Z,666,,329018,513029,329018,10,1,0,1619,103,6458,10,US-DE,2020-11-18 00:05:27,US
2020-10-19,FL,747183,4982556,4340,2057,47664,,,,,,A,2020-10-18 23:59:00,4b3fa1d46ca37c620bb1aacea5d74e3d8154c196,2020-10-18T23:59:00Z,16222,47664,5734079,9131321,5729739,12,54,72,15184,1691,36064,12,US-FL,2020-11-18 00:05:27,US
2020-10-19,GA,341310,2972969,,1664,30388,,5665,,,,A,2020-10-19 14:50:00,3d880a55d1173c9808164b976d0687f35611c99f,2020-10-19T14:50:00Z,7657,30388,3314279,3314279,3314279,13,19,12,15069,752,15821,13,US-GA,2020-11-18 00:05:27,US
2020-10-19,GU,3756,55793,,68,,14,,3,,2350,A,2020-10-19 06:55:00,744bbf0b355c5e34fd0a07835b9bc4acbe9907e1,2020-10-19T06:55:00Z,66,,59549,59549,59549,66,0,0,500,81,581,66,US-GU,2020-11-18 00:05:27,US
2020-10-19,HI,14225,295153,,96,1005,22,,15,,11044,B,2020-10-18 18:00:00,ec7603a08f7d6defaef04654ecf247c5a03d43d3,2020-10-18T18:00:00Z,187,1005,309378,477316,309378,15,1,4,0,82,3735,84,US-UM,2020-11-18 00:05:27,US
2020-10-19,HI,14225,295153,,96,1005,22,,15,,11044,B,2020-10-18 18:00:00,ec7603a08f7d6defaef04654ecf247c5a03d43d3,2020-10-18T18:00:00Z,187,1005,309378,477316,309378,15,1,4,0,82,3735,15,US-HI,2020-11-18 00:05:27,US
2020-10-19,IA,102517,733056,,480,,113,,45,,82188,A+,2020-10-19 00:00:00,e7f7723a869f61562b97df3146639085d1f0a1d6,2020-10-19T00:00:00Z,1538,,835573,835573,835573,19,10,0,2480,557,3037,19,US-IA,2020-11-18 00:05:27,US
2020-10-19,ID,53092,306015,,221,2206,55,504,,,25980,A,2020-10-18 19:00:00,1134a18d13efeb7add712e6d5c6fa0982b417fae,2020-10-18T19:00:00Z,528,2206,359107,353190,359107,16,-1,13,2457,510,2878,16,US-ID,2020-11-18 00:05:27,US
2020-10-19,IL,350748,6477076,,2096,,485,,179,,,A,2020-10-19 00:00:00,b128ecb3b48c963538ffde86b9260f7c5306496c,2020-10-19T00:00:00Z,9496,,6827824,6827824,6827824,17,22,0,45571,3113,48684,17,US-IL,2020-11-18 00:05:27,US
2020-10-19,IN,149166,1415556,,1373,14826,383,2926,125,,108462,A+,2020-10-18 23:59:00,09b8fb4ea3e97c982444bfbc78a7a6f4802c1a79,2020-10-18T23:59:00Z,3960,14826,1564722,2533863,1564722,18,23,111,7701,1584,21689,18,US-IN,2020-11-18 00:05:27,US
2020-10-19,KS,72968,525426,,285,3421,81,952,39,294,2415,A+,2020-10-19 10:00:00,549fdfd57af35605f49e4cb74c954b6699cda2e0,2020-10-19T10:00:00Z,872,3421,598394,598394,598394,20,13,51,7092,2113,9205,20,US-KS,2020-11-18 00:05:27,US
2020-10-19,KY,88247,1623672,,764,6616,190,1629,,,17229,B,2020-10-19 00:00:00,b7289d7048e2b7c28fdff986ea042c39dce6a33e,2020-10-19T00:00:00Z,1326,6616,1711919,1698815,1711919,21,9,24,22939,640,24167,21,US-KY,2020-11-18 00:05:27,US
2020-10-19,LA,179070,2418394,,553,,,,64,,161792,A,2020-10-19 13:00:00,2147b3be2b7f65b3b19ad545aef5d97cbe6b9863,2020-10-19T13:00:00Z,5766,,2597464,2597464,2597464,22,16,0,4665,201,4866,22,US-LA,2020-11-18 00:05:27,US
