date,state,positive,negative,pending,hospitalized_currently,hospitalized_cumulative,in_icu_currently,in_icu_cumulative,on_ventilator_currently,on_ventilator_cumulative,recovered,data_quality_grade,last_update_et,hash,date_checked,death,hospitalized,total,total_test_results,pos_neg,fips,death_increase,hospitalized_increase,negative_increase,positive_increase,total_test_results_increase,fips_code,iso_subdivision,load_time,iso_country
2020-10-22,CO,88849,1021394,,532,8380,,,,,7352,A,2020-10-21 01:59:00,756cf9427cb16c51fe4c0c5127566a8a3bcd0874,2020-10-21T01:59:00Z,2066,8380,1110243,1742583,1110243,8,6,48,7201,1267,18545,8,US-CO,2020-11-18 00:05:27,US
2020-10-22,CT,65373,2026890,,232,12257,,,,,9800,B,2020-10-21 20:30:00,281d87825e09459bb538376da708142f19f006f7,2020-10-21T20:30:00Z,4569,12257,2092263,2092263,2092263,9,2,214,21635,502,22137,9,US-CT,2020-11-18 00:05:27,US
2020-10-22,DC,16537,462898,,95,,23,,9,,12979,A+,2020-10-21 00:00:00,b16d4d45046b210a4cc92fb53daa4450b3a4b8d1,2020-10-21T00:00:00Z,642,,479435,479435,479435,11,0,0,2953,39,2992,11,US-DC,2020-11-18 00:05:27,US
2020-10-22,DE,23528,309531,,110,,25,,,,12410,A+,2020-10-21 18:00:00,c72faad4fb9af03582c0386071e2facdf84af71c,2020-10-21T18:00:00Z,670,,333059,520241,333059,10,0,0,1426,153,1483,10,US-DE,2020-11-18 00:05:27,US
2020-10-22,FL,758306,5053848,4460,2074,48320,,,,,,A,2020-10-21 23:59:00,76789017a6a62cbcfb37e6723797c576ceada7de,2020-10-21T23:59:00Z,16470,48320,5816614,9318880,5812154,12,162,425,46290,5461,97356,12,US-FL,2020-11-18 00:05:27,US
2020-10-22,GA,345535,3021999,,1699,30829,,5774,,,,A,2020-10-22 14:50:00,a39a5dfb04eabf14af0aad3ede27f78407ecfea2,2020-10-22T14:50:00Z,7729,30829,3367534,3367534,3367534,13,25,153,27434,1785,29219,13,US-GA,2020-11-18 00:05:27,US
2020-10-22,GU,4056,58231,,78,,15,,7,,2471,A,2020-10-22 05:25:00,07f2006bbb6f39d6c615e11be5e939176c4b81e7,2020-10-22T05:25:00Z,69,,62287,62287,62287,66,0,0,956,88,1044,66,US-GU,2020-11-18 00:05:27,US
2020-10-22,HI,14427,295153,,75,1033,18,,15,,11188,B,2020-10-21 18:00:00,f168fe38779d117eb0e62c7211e4efec81d26f8b,2020-10-21T18:00:00Z,203,1033,309580,487311,309580,15,14,8,0,77,4329,84,US-UM,2020-11-18 00:05:27,US
2020-10-22,HI,14427,295153,,75,1033,18,,15,,11188,B,2020-10-21 18:00:00,f168fe38779d117eb0e62c7211e4efec81d26f8b,2020-10-21T18:00:00Z,203,1033,309580,487311,309580,15,14,8,0,77,4329,15,US-HI,2020-11-18 00:05:27,US
2020-10-22,IA,105625,742645,,530,,135,,53,,85697,A+,2020-10-22 00:00:00,fc47a7b23bfe60474db2c73087d8fe26df76c919,2020-10-22T00:00:00Z,1601,,848270,848270,848270,19,17,0,4293,1435,5728,19,US-IA,2020-11-18 00:05:27,US
2020-10-22,ID,55650,310957,,193,2327,54,514,,,26916,A,2020-10-21 19:25:00,1c596ef0d9eb92ae69b15332a49d11efa323c4b8,2020-10-21T19:25:00Z,546,2327,366607,360185,366607,16,11,50,1648,987,2352,16,US-ID,2020-11-18 00:05:27,US
2020-10-22,IL,363746,6670923,,2463,,525,,212,,,A,2020-10-22 00:00:00,1cb0b064da27e9c6bdbba90d8d74f261ba612f5a,2020-10-22T00:00:00Z,9647,,7034669,7034669,7034669,17,42,0,76035,4942,80977,17,US-IL,2020-11-18 00:05:27,US
2020-10-22,IN,155246,1439119,,1515,15304,433,3006,143,,111792,A+,2020-10-21 23:59:00,e005e8e23553cd424ff19b686ac3f19c7392b156,2020-10-21T23:59:00Z,4065,15304,1594365,2611265,1594365,18,42,141,10406,2850,36465,18,US-IN,2020-11-18 00:05:27,US
2020-10-22,KS,74456,531053,,329,3506,1,975,45,299,2485,A+,2020-10-21 10:00:00,f0ef06a29c9b675ea7d161a46c5e9645398e24e1,2020-10-21T10:00:00Z,952,3506,605509,605509,605509,20,0,0,0,0,0,20,US-KS,2020-11-18 00:05:27,US
2020-10-22,KY,92299,1665753,,800,6761,214,1658,,,17627,B,2020-10-22 00:00:00,a2f1163d2b27c69640f6ec7e3e56cec986b0a171,2020-10-22T00:00:00Z,1380,6761,1758052,1744003,1758052,21,17,40,28111,1303,29128,21,US-KY,2020-11-18 00:05:27,US
2020-10-22,LA,181904,2469256,,598,,,,64,,165282,A,2020-10-22 13:00:00,913c836ccfe442714a4d9d7ac842bb04cc937b15,2020-10-22T13:00:00Z,5799,,2651160,2651160,2651160,22,9,0,18984,772,19756,22,US-LA,2020-11-18 00:05:27,US
2020-10-22,MA,147215,2436286,,521,13082,103,,38,,122856,A+,2020-10-22 08:00:00,5225159a7c2a1cd31afa99678c564270829517dd,2020-10-22T08:00:00Z,9810,13082,2583501,5441066,2583501,25,30,26,16980,1049,74672,25,US-MA,2020-11-18 00:05:27,US
2020-10-22,MD,137979,1705376,,458,16603,125,,,,7999,A,2020-10-22 10:00:00,5f5083660b857b01d1793e0ee8906c3452f4a4a5,2020-10-22T10:00:00Z,4070,16603,1843355,3169302,1843355,24,12,54,10605,743,30427,24,US-MD,2020-11-18 00:05:27,US
2020-10-22,ME,6064,561318,,7,473,0,,0,,5269,A+,2020-10-21 23:59:00,f572f26eb240a584165df2a5a4cb8274d4914a0a,2020-10-21T23:59:00Z,146,473,567382,567382,567382,23,0,3,6535,37,6572,23,US-ME,2020-11-18 00:05:27,US
2020-10-22,MI,170076,4298787,,1182,,273,,112,,109539,A+,2020-10-22 00:00:00,bca8d87d9e093f6c9003be5ff19aeeaf783fe32b,2020-10-22T00:00:00Z,7464,,4468863,4468863,4468863,26,46,0,45828,2204,48032,71,US-UM,2020-11-18 00:05:27,US
2020-10-22,MI,170076,4298787,,1182,,273,,112,,109539,A+,2020-10-22 00:00:00,bca8d87d9e093f6c9003be5ff19aeeaf783fe32b,2020-10-22T00:00:00Z,7464,,4468863,4468863,4468863,26,46,0,45828,2204,48032,26,US-MI,2020-11-18 00:05:27,US
2020-10-22,MN,128152,1594745,,584,9226,154,2485,,,113976,A,2020-10-21 17:00:00,861fc722a8a8af3cb226c46fc42c3e2bde314a05,2020-10-21T17:00:00Z,2301,9226,1722897,2564491,1722897,27,20,79,12822,1561,25115,27,US-MN,2020-11-18 00:05:27,US
2020-10-22,MO,162723,1269749,,1352,,240,,163,,,A+,2020-10-22 00:59:00,89e1344fcd5c19c59e6eda26c8d3bb16ce00a4a7,2020-10-22T00:59:00Z,2657,,1432472,2346490,1432472,29,16,0,22744,1854,19622,29,US-MO,2020-11-18 00:05:27,US
2020-10-22,MP,88,15723,,,4,,,,,29,D,2020-10-19 00:00:00,5c1f91560cb81099790f30c8c47bd989e793a362,2020-10-19T00:00:00Z,2,4,15811,15811,15811,69,0,0,0,0,0,69,US-MP,2020-11-18 00:05:27,US
2020-10-22,MS,113081,729544,,695,6380,157,,68,,97675,A+,2020-10-21 00:00:00,b83950b44d32a5bb5359b65d2833875c4800bb1a,2020-10-21T00:00:00Z,3231,6380,842625,842625,842625,28,8,0,0,958,958,28,US-MS,2020-11-18 00:05:27,US
2020-10-22,MT,25640,427206,,353,1091,,,,,16266,C,2020-10-22 01:59:00,a04e1bfd42409db1c41d439a638a06080fde0f09,2020-10-22T01:59:00Z,278,1091,452846,452846,452846,30,3,23,3924,928,4852,30,US-MT,2020-11-18 00:05:27,US
2020-10-22,NC,252992,3474683,,1205,,333,,,,218541,A+,2020-10-22 12:20:00,b73ec5ddb72f2883f3acf3e51237050220873bf6,2020-10-22T12:20:00Z,4082,,3727675,3727675,3727675,37,50,0,33232,2400,35632,37,US-NC,2020-11-18 00:05:27,US
2020-10-22,ND,35052,242640,,276,1351,38,282,,,28271,B,2020-10-22 01:59:00,ed20e7ff425613b1ee57a8ed890b903bcf7e06e8,2020-10-22T01:59:00Z,338,1351,277692,760318,277692,38,10,27,1209,887,7823,38,US-ND,2020-11-18 00:05:27,US
2020-10-22,NE,60308,494231,,400,2741,,,,,39905,A,2020-10-21 22:00:00,07c87e9af9fc07aff4e51bcbad03135226aec3d4,2020-10-21T22:00:00Z,576,2741,554539,836802,554539,31,11,35,3718,899,13898,31,US-NE,2020-11-18 00:05:27,US
2020-10-22,NH,9994,313179,,18,765,,246,,,8692,B,2020-10-22 09:00:00,b180ed66f3975164135064502ff3ac5c917d29ca,2020-10-22T09:00:00Z,470,765,323173,561032,323173,33,1,2,4804,77,8107,33,US-NH,2020-11-18 00:05:27,US
2020-10-22,NJ,224385,4073227,,852,24517,187,,74,,36213,B,2020-10-22 00:00:00,54014d8fa7b1af5a1c0d2f6bdc4be717d044ee88,2020-10-22T00:00:00Z,16263,24517,4297612,4297612,4297612,34,18,76,32327,1162,33489,34,US-NJ,2020-11-18 00:05:27,US
2020-10-22,NM,38715,1039372,,202,4079,,,,,20332,B,2020-10-21 17:50:00,d98a34a089009ec95997e22430a7fad6a5d85102,2020-10-21T17:50:00Z,950,4079,1078087,1078087,1078087,35,8,49,6787,819,7606,35,US-NM,2020-11-18 00:05:27,US
2020-10-22,NV,92853,681242,,520,,161,,53,,2346,A+,2020-10-22 00:00:00,67e9752710f17440dbfbe7496a67a49b353f06d7,2020-10-22T00:00:00Z,1736,,774095,1175414,774095,32,4,0,3693,789,10000,32,US-NV,2020-11-18 00:05:27,US
2020-10-22,NY,490134,12842711,,986,89995,209,,106,,78753,B,2020-10-21 23:59:00,f7f40ac8e237058ba7ee1e2a9fe616ff79411280,2020-10-21T23:59:00Z,25694,89995,13332845,13332845,13332845,36,15,0,133713,1628,135341,36,US-NY,2020-11-18 00:05:27,US
2020-10-22,OH,190430,3864695,,1293,17682,345,3657,172,,155181,A+,2020-10-22 14:00:00,6be766b18f485f8382b97245950bd5715f45ca14,2020-10-22T14:00:00Z,5161,17682,4055125,4055125,4055125,39,12,159,41187,2425,43612,39,US-OH,2020-11-18 00:05:27,US
2020-10-22,OK,112483,1378605,7112,910,8170,297,,,,96245,A+,2020-10-22 00:00:00,3f20bd3a3bbddfce15de33ea15e66a14e2f69b46,2020-10-22T00:00:00Z,1221,8170,1498200,1491088,1491088,40,11,93,11235,1628,12863,40,US-OK,2020-11-18 00:05:27,US
2020-10-22,OR,40810,765191,,194,3005,55,,21,,5870,A+,2020-10-22 03:01:00,d4f658b13fef5de7a495a26dc6328bd43c033953,2020-10-22T03:01:00Z,646,3005,806001,806001,806001,41,11,16,5699,367,6066,41,US-OR,2020-11-18 00:05:27,US
2020-10-22,PA,188360,2185079,,1042,,,,110,,148804,A+,2020-10-22 14:00:00,d0809ad148d28e5bc1817c922db351bb4b43269f,2020-10-22T14:00:00Z,8592,,2373439,2373439,2373439,42,30,0,17543,2063,19606,95,US-UM,2020-11-18 00:05:27,US
2020-10-22,PA,188360,2185079,,1042,,,,110,,148804,A+,2020-10-22 14:00:00,d0809ad148d28e5bc1817c922db351bb4b43269f,2020-10-22T14:00:00Z,8592,,2373439,2373439,2373439,42,30,0,17543,2063,19606,42,US-PA,2020-11-18 00:05:27,US
2020-10-22,PR,29804,305972,,395,,53,,44,,26253,B,2020-10-22 00:00:00,2cd30355c1a487354b2095003d95710c51555e67,2020-10-22T00:00:00Z,783,,335776,335776,335776,72,9,0,0,87,87,72,US-PR,2020-11-18 00:05:27,US
2020-10-22,RI,29594,378708,,140,3116,13,,8,,2595,A+,2020-10-22 12:00:00,7e8548194338778f0a9289aea975f4797952d9db,2020-10-22T12:00:00Z,1173,3116,408302,1015720,408302,44,4,25,3151,471,17160,44,US-RI,2020-11-18 00:05:27,US
2020-10-22,SC,167485,1481866,,766,10102,185,,91,,84761,A+,2020-10-21 23:59:00,a83a0a53b0eb70799fff8fada5b92471ae35f47b,2020-10-21T23:59:00Z,3755,10102,1649351,1649351,1649351,45,47,40,14674,1128,15802,45,US-SC,2020-11-18 00:05:27,US
2020-10-22,SD,36017,202429,,355,2277,,,,,26397,A,2020-10-21 14:00:00,effe1ae3aad473196efd312f1d28aa279042b83f,2020-10-21T14:00:00Z,347,2277,238446,238446,238446,46,14,38,1223,973,2196,46,US-SD,2020-11-18 00:05:27,US
2020-10-22,TN,237907,3198427,,1424,9802,388,,167,,212555,A+,2020-10-22 15:00:00,85dda44b6df06a6ab11e31b5f1b6a29b9ca2ea00,2020-10-22T15:00:00Z,3011,9802,3436334,3436334,3436334,47,41,68,18033,2046,20079,47,US-TN,2020-11-18 00:05:27,US
2020-10-22,TX,845100,6687617,,4931,,1454,,,,744283,A,2020-10-22 17:00:00,f19f19298b145a3561460b3094062fa814368722,2020-10-22T17:00:00Z,17286,,7532717,7532717,7532717,48,85,0,51552,6291,57843,48,US-TX,2020-11-18 00:05:27,US
2020-10-22,UT,99549,876577,,318,4880,110,1050,,409,73586,A+,2020-10-22 10:18:00,f51f4840435675e68982200e381d35c8954c6d46,2020-10-22T10:18:00Z,563,4880,976126,1293019,976126,49,6,73,7691,1543,12708,49,US-UT,2020-11-18 00:05:27,US
2020-10-22,VA,170104,2292638,424,1109,20430,218,,120,,19321,A+,2020-10-21 17:00:00,b2fbebe9af963c57d6168834f99892300021075c,2020-10-21T17:00:00Z,3524,20430,2463166,2451698,2462742,51,9,194,18900,1332,19962,51,US-VA,2020-11-18 00:05:27,US
2020-10-22,VI,1343,21911,34,,,,,,,1303,D,2020-10-22 06:29:00,6ca0a3058dc41f167538be4f11c895058e823696,2020-10-22T06:29:00Z,21,,23288,23254,23254,78,0,0,143,6,149,78,US-VI,2020-11-18 00:05:27,US
2020-10-22,VT,1987,179690,,3,,,,,,1718,B,2020-10-21 23:59:00,174b2b0b616adfe3970b7761f4d36a6ce55fd8e6,2020-10-21T23:59:00Z,58,,181677,367990,181677,50,0,0,967,16,5084,50,US-VT,2020-11-18 00:05:27,US
2020-10-22,WA,99874,2176579,,318,8149,,,43,,,B,2020-10-23 02:59:00,a329bfdfd0e49e5dbef4546253d2ed82391b4403,2020-10-23T02:59:00Z,2286,8149,2276453,2276453,2276453,53,4,25,22941,724,23665,53,US-WA,2020-11-18 00:05:27,US
2020-10-22,WI,195823,1730646,192,1202,9855,324,1386,,,145509,A+,2020-10-22 00:00:00,a0fe34cb4f8a2d61ba002011d1be27df0fd5d418,2020-10-22T00:00:00Z,1725,9855,1926661,2965073,1926469,55,23,151,12082,3632,40867,79,US-UM,2020-11-18 00:05:27,US
2020-10-22,WI,195823,1730646,192,1202,9855,324,1386,,,145509,A+,2020-10-22 00:00:00,a0fe34cb4f8a2d61ba002011d1be27df0fd5d418,2020-10-22T00:00:00Z,1725,9855,1926661,2965073,1926469,55,23,151,12082,3632,40867,55,US-WI,2020-11-18 00:05:27,US
2020-10-22,WV,21057,684094,,188,,63,,21,,16166,B,2020-10-21 23:59:00,602affb97b0f136d879bb9c831400b8244bc2a67,2020-10-21T23:59:00Z,418,,705151,705151,705151,54,5,0,8231,323,8554,54,US-WV,2020-11-18 00:05:27,US
2020-10-22,WY,10119,111822,,81,373,,,,,7220,B,2020-10-22 18:18:00,2431b42e5fd029b9dc9d381ce2af4369c4e6c1f5,2020-10-22T18:18:00Z,68,373,121941,121941,121941,56,7,0,0,271,271,56,US-WY,2020-11-18 00:05:27,US
2020-10-21,AK,11680,535460,,41,395,,,8,,6751,A,2020-10-21 03:59:00,93e23398fe541e8795d1eb7e6b124c8babdb1bda,2020-10-21T03:59:00Z,68,395,547140,547140,547140,2,1,6,391,224,615,2,US-AK,2020-11-18 00:05:27,US
2020-10-21,AL,174528,1120507,,863,19330,,1967,,1121,74439,A,2020-10-20 11:00:00,132b6a5489c29acc31311d7a21bf462b2584f59e,2020-10-20T11:00:00Z,2805,19330,1295035,1273523,1295035,1,0,249,7948,0,7948,1,US-AL,2020-11-18 00:05:27,US
2020-10-21,AR,101596,1147353,,626,6526,241,,94,796,91317,A+,2020-10-21 00:00:00,7199ef9e0022e7da572b1c3a05a8dfc76ed56fa6,2020-10-21T00:00:00Z,1751,6526,1248949,1242752,1248949,5,23,98,10119,1155,11100,5,US-AR,2020-11-18 00:05:27,US
2020-10-21,AS,0,1616,,,,,,,,,D,2020-10-01 00:00:00,26708becdea30b8a51326f9a8c7b2d04965862d9,2020-10-01T00:00:00Z,0,,1616,1616,1616,60,0,0,0,0,0,60,US-AS,2020-11-18 00:05:27,US
2020-10-21,AZ,233912,1428792,,832,20820,171,,91,,38883,A+,2020-10-21 00:00:00,f1dcedc41199a2afd5e4d8e583bdb6a5556b760a,2020-10-21T00:00:00Z,5854,20820,1662704,1657389,1662704,4,17,101,9117,975,10044,4,US-AZ,2020-11-18 00:05:27,US
2020-10-21,CA,877784,16415355,,3077,,763,,,,,B,2020-10-21 02:59:00,741f3dd77270557a51418a453679d0adc9eb7f5a,2020-10-21T02:59:00Z,17027,,17293139,17293139,17293139,6,35,0,100362,3707,104069,6,US-CA,2020-11-18 00:05:27,US
2020-10-21,CO,87582,1014193,,516,8332,,,,,7286,A,2020-10-20 01:59:00,5714eb9a020fe55b419542c71c188e0567b35b77,2020-10-20T01:59:00Z,2060,8332,1101775,1724038,1101775,8,9,84,5287,1208,15588,8,US-CO,2020-11-18 00:05:27,US
2020-10-21,CT,64871,2005255,,213,12043,,,,,9651,B,2020-10-20 20:30:00,60ea512396e578640aac5aeb1cf497d186fa5f70,2020-10-20T20:30:00Z,4567,12043,2070126,2070126,2070126,9,8,0,15448,416,15864,9,US-CT,2020-11-18 00:05:27,US
2020-10-21,DC,16498,459945,,96,,23,,9,,12938,A+,2020-10-20 00:00:00,25909985908b88cfa3e9a80575b76171f57e7069,2020-10-20T00:00:00Z,642,,476443,476443,476443,11,0,0,2583,53,2636,11,US-DC,2020-11-18 00:05:27,US
2020-10-21,DE,23375,308105,,99,,23,,,,12335,A+,2020-10-20 18:00:00,ef91a558cbfc6cdc400c727ba44a13d48c56854d,2020-10-20T18:00:00Z,670,,331480,518758,331480,10,2,0,704,50,3377,10,US-DE,2020-11-18 00:05:27,US
2020-10-21,FL,752845,5007558,4378,2125,47895,,,,,,A,2020-10-20 23:59:00,40905f05cf7a1a0330bf4c6f2453c1c10aa1afa0,2020-10-20T23:59:00Z,16308,47895,5764781,9221524,5760403,12,0,0,0,2106,31901,12,US-FL,2020-11-18 00:05:27,US
2020-10-21,GA,343750,2994565,,1736,30676,,5734,,,,A,2020-10-21 00:00:00,bb9060441036ea47112a0240205aefcb8a1c71d7,2020-10-21T00:00:00Z,7704,30676,3338315,3338315,3338315,13,30,135,9167,1312,10479,13,US-GA,2020-11-18 00:05:27,US
2020-10-21,GU,3968,57275,,71,,12,,4,,2398,A,2020-10-21 05:20:00,bd178e0a9b2eda7dc92c621f20d274866bc81d59,2020-10-21T05:20:00Z,69,,61243,61243,61243,66,2,0,655,82,737,66,US-GU,2020-11-18 00:05:27,US
2020-10-21,HI,14350,295153,,81,1025,19,,13,,11150,B,2020-10-20 18:00:00,70f681b53aa624001cd1b7821c325b4669ddb29b,2020-10-20T18:00:00Z,189,1025,309503,482982,309503,15,2,13,0,88,3681,84,US-UM,2020-11-18 00:05:27,US
2020-10-21,HI,14350,295153,,81,1025,19,,13,,11150,B,2020-10-20 18:00:00,70f681b53aa624001cd1b7821c325b4669ddb29b,2020-10-20T18:00:00Z,189,1025,309503,482982,309503,15,2,13,0,88,3681,15,US-HI,2020-11-18 00:05:27,US
2020-10-21,IA,104190,738352,,534,,134,,49,,84671,A+,2020-10-21 00:00:00,116f01172e0762e00c83357b28ef5eb1c25974c4,2020-10-21T00:00:00Z,1584,,842542,842542,842542,19,29,0,3645,1179,4824,19,US-IA,2020-11-18 00:05:27,US
2020-10-21,ID,54663,309309,,187,2277,54,509,,,26549,A,2020-10-20 16:25:00,ccf76914ab59104a116ae8fc11b473b03d9f65a0,2020-10-20T16:25:00Z,535,2277,363972,357833,363972,16,4,46,1697,873,2451,16,US-ID,2020-11-18 00:05:27,US
2020-10-21,IL,358804,6594888,,2338,,502,,194,,,A,2020-10-21 00:00:00,e28df2409c2123884e46eb03d5124cefe39a3f06,2020-10-21T00:00:00Z,9605,,6953692,6953692,6953692,17,68,0,62449,4342,66791,17,US-IL,2020-11-18 00:05:27,US
2020-10-21,IN,152396,1428713,,1484,15163,412,2976,141,,110746,A+,2020-10-20 23:59:00,62581aebd1e1b430778c29eae70fa92ced677597,2020-10-20T23:59:00Z,4023,15163,1581109,2574800,1581109,18,15,180,7027,1732,23394,18,US-IN,2020-11-18 00:05:27,US
2020-10-21,KS,74456,531053,,329,3506,1,975,45,299,2485,A+,2020-10-21 10:00:00,2d940d2274c73697a70866cf1dc6fd28daa43a9c,2020-10-21T10:00:00Z,952,3506,605509,605509,605509,20,80,85,5627,1488,7115,20,US-KS,2020-11-18 00:05:27,US
2020-10-21,KY,90996,1637642,,794,6721,203,1651,,,17534,B,2020-10-21 00:00:00,819d96514f1748889d3bc73d4eb890501eea1b09,2020-10-21T00:00:00Z,1363,6721,1728638,1714875,1728638,21,21,56,6858,1452,7978,21,US-KY,2020-11-18 00:05:27,US
2020-10-21,LA,181132,2450272,,608,,,,68,,165282,A,2020-10-21 13:00:00,5d174bd79335a94c53b50b272bad7dd41e867681,2020-10-21T13:00:00Z,5790,,2631404,2631404,2631404,22,18,0,13584,1363,14947,22,US-LA,2020-11-18 00:05:27,US
2020-10-21,MA,146166,2419306,,519,13056,91,,36,,118892,A+,2020-10-21 08:00:00,3bf5b186ebb083821fa545daa2cd4c9fe9301243,2020-10-21T08:00:00Z,9780,13056,2565472,5366394,2565472,25,22,35,12076,702,60353,25,US-MA,2020-11-18 00:05:27,US
2020-10-21,MD,137236,1694771,,463,16549,131,,,,7960,A,2020-10-21 10:00:00,c827b65daea62bc9052562949dd5e368481dc1d2,2020-10-21T10:00:00Z,4058,16549,1832007,3138875,1832007,24,8,33,6610,492,17076,24,US-MD,2020-11-18 00:05:27,US
2020-10-21,ME,6027,554783,,7,470,0,,0,,5244,A+,2020-10-20 23:59:00,fbe40f7883dc6789c386b395a41e71346437a5b9,2020-10-20T23:59:00Z,146,470,560810,560810,560810,23,0,1,6678,38,6716,23,US-ME,2020-11-18 00:05:27,US
2020-10-21,MI,167872,4252959,,1050,,267,,112,,109539,A+,2020-10-21 00:00:00,d92439065e8a70a97ec373f006caf069799d7e7a,2020-10-21T00:00:00Z,7418,,4420831,4420831,4420831,26,35,0,33162,1878,35040,71,US-UM,2020-11-18 00:05:27,US
2020-10-21,MI,167872,4252959,,1050,,267,,112,,109539,A+,2020-10-21 00:00:00,d92439065e8a70a97ec373f006caf069799d7e7a,2020-10-21T00:00:00Z,7418,,4420831,4420831,4420831,26,35,0,33162,1878,35040,26,US-MI,2020-11-18 00:05:27,US
2020-10-21,MN,126591,1581923,,588,9147,160,2473,,,113158,A,2020-10-20 17:00:00,edd2f53997a45889942ca4af51fa07a808e9b76b,2020-10-20T17:00:00Z,2281,9147,1708514,2539376,1708514,27,35,105,7189,1060,16377,27,US-MN,2020-11-18 00:05:27,US
2020-10-21,MO,160869,1247005,,1415,,450,,170,,,A,2020-10-21 00:59:00,84e5c62de4f323b295636d38db83976cabef360c,2020-10-21T00:59:00Z,2641,,1407874,2326868,1407874,29,26,0,12006,1244,30194,29,US-MO,2020-11-18 00:05:27,US
2020-10-21,MP,88,15723,,,4,,,,,29,D,2020-10-19 00:00:00,ed9a1235a611ebaffa2bb65f85072c82159b818f,2020-10-19T00:00:00Z,2,4,15811,15811,15811,69,0,0,0,0,0,69,US-MP,2020-11-18 00:05:27,US
2020-10-21,MS,112123,729544,,711,6380,151,,73,,97675,A+,2020-10-20 00:00:00,411fd0c2cafb8ee0d209027ec9e1443005f26299,2020-10-20T00:00:00Z,3223,6380,841667,841667,841667,28,21,0,0,801,801,28,US-MS,2020-11-18 00:05:27,US
2020-10-21,MT,24712,423282,,345,1068,,,,,15085,C,2020-10-21 01:59:00,b2458af130fd0ccc9c00d18ece85984706ebff8f,2020-10-21T01:59:00Z,275,1068,447994,447994,447994,30,23,13,2354,619,2973,30,US-MT,2020-11-18 00:05:27,US
2020-10-21,NC,250592,3441451,,1219,,337,,,,218541,A+,2020-10-21 13:10:00,15daa50c76e7372a114253ec2723089f6066f105,2020-10-21T13:10:00Z,4032,,3692043,3692043,3692043,37,40,0,18408,1842,20250,37,US-NC,2020-11-18 00:05:27,US
2020-10-21,ND,34165,241431,,219,1324,33,281,,,27769,B,2020-10-21 01:59:00,e08890509c1f1a4d9fa4793280b3be3769ce3936,2020-10-21T01:59:00Z,328,1324,275596,752495,275596,38,13,23,525,499,6131,38,US-ND,2020-11-18 00:05:27,US
2020-10-21,NE,59409,490513,,380,2706,,,,,39687,A,2020-10-20 22:30:00,ed7c3b74252164179c4bcdc7b29095cc1d88f3ba,2020-10-20T22:30:00Z,565,2706,549922,822904,549922,31,11,26,2661,592,12406,31,US-NE,2020-11-18 00:05:27,US
2020-10-21,NH,9917,308375,,14,763,,246,,,8650,B,2020-10-21 09:00:00,42310adce8c6baf8fe17e0ae325489cbe6e63b97,2020-10-21T09:00:00Z,469,763,318292,552925,318292,33,1,0,2112,89,9363,33,US-NH,2020-11-18 00:05:27,US
2020-10-21,NJ,223223,4040900,,844,24441,175,,63,,36110,B,2020-10-21 00:00:00,fd4e90607b6bc1581028dfd6bd09ab1bff75084d,2020-10-21T00:00:00Z,16245,24441,4264123,4264123,4264123,34,18,79,27793,1030,28823,34,US-NJ,2020-11-18 00:05:27,US
2020-10-21,NM,37896,1032585,,205,4030,,,,,20165,B,2020-10-20 16:50:00,c4548bb1529ea6c51d0be57a71f441e344ea2306,2020-10-20T16:50:00Z,942,4030,1070481,1070481,1070481,35,7,53,8619,594,9213,35,US-NM,2020-11-18 00:05:27,US
2020-10-21,NV,92064,677549,,535,,147,,47,,2329,A+,2020-10-21 00:00:00,901c913d5dd9b9b8d32c2fe2813d3acd1a265229,2020-10-21T00:00:00Z,1732,,769613,1165414,769613,32,5,0,2736,565,9385,32,US-NV,2020-11-18 00:05:27,US
2020-10-21,NY,488506,12708998,,950,89995,201,,103,,78645,B,2020-10-20 23:59:00,df07f86797a9caba43a1598a1ad1bb1c11784b86,2020-10-20T23:59:00Z,25679,89995,13197504,13197504,13197504,36,7,0,122763,2026,124789,36,US-NY,2020-11-18 00:05:27,US
2020-10-21,OH,188005,3823508,,1252,17523,345,3632,164,,153769,#REF!,2020-10-21 14:00:00,02f2f47664bbb87c6b8c1ae006f38f4a33690dd7,2020-10-21T14:00:00Z,5149,17523,4011513,4011513,4011513,39,66,135,29733,2366,32099,39,US-OH,2020-11-18 00:05:27,US
2020-10-21,OK,110855,1367370,5271,870,8077,317,,,,94979,A+,2020-10-21 00:00:00,2d14c5392b3eba2cc34567c2b459fdd0b53eb247,2020-10-21T00:00:00Z,1210,8077,1483496,1478225,1478225,40,19,113,9908,1307,11215,40,US-OK,2020-11-18 00:05:27,US
2020-10-21,OR,40443,759492,,183,2989,57,,21,,5870,A+,2020-10-21 03:01:00,9a75fd1da439dba901f8e1dac88576fabab87ef7,2020-10-21T03:01:00Z,635,2989,799935,799935,799935,41,2,25,4311,307,4618,41,US-OR,2020-11-18 00:05:27,US
2020-10-21,PA,186297,2167536,,966,,,,104,,147174,A+,2020-10-21 13:00:00,daa40809913283d4a0165a74fd72b53ebd498617,2020-10-21T13:00:00Z,8562,,2353833,2353833,2353833,42,29,0,11897,1425,13322,95,US-UM,2020-11-18 00:05:27,US
